slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status
23637,MIZ/KOL/2024/809,Mizoram,Kolasib,,,24.599425,93.30004722,Debris,Slide,24 August 2024,1,2024-08-24,True,15.6,156.0,ok
23638,MIZ/KOL/2024/810,Mizoram,Kolasib,,,24.60921944,93.30050278,Debris,Slide,24 September 2024,1,2024-09-24,True,7.5,75.0,ok
23640,MIZ/KOL/2024/812,Mizoram,Kolasib,,,24.64528611,93.28593611,Debris,Slide,24 September 2024,1,2024-09-24,True,6.3,63.0,ok
23641,MIZ/KOL/2024/813,Mizoram,Kolasib,,,24.02205833,93.29369167,Debris,Slide,24 September 2024,1,2024-09-24,True,10.5,105.0,ok
23642,MIZ/KOL/2024/814,Mizoram,Kolasib,,,23.01689167,93.283175,Debris,Slide,24 September 2024,1,2024-09-24,True,6.1,61.0,ok
23643,MIZ/KOL/2024/815,Mizoram,Kolasib,,,24.02782222,93.28944444,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok
23644,MIZ/KOL/2024/816,Mizoram,Kolasib,,,24.04014167,93.2915,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok
23645,MIZ/KOL/2024/817,Mizoram,Kolasib,,,24.03980278,93.29373889,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok
23646,MIZ/KOL/2024/818,Mizoram,Kolasib,,,24.05823611,93.28901944,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok
23647,MIZ/KOL/2024/819,Mizoram,Kolasib,,,24.09210556,93.29866667,Rock,Slide,24 September 2024,1,2024-09-24,True,10.5,105.0,ok
23648,MIZ/KOL/2024/820,Mizoram,Kolasib,,,24.12428889,93.318525,Earth,Slide,2 July 2024,1,2024-07-02,True,25.4,254.0,ok
23652,MIZ/KOL/2024/825,Mizoram,Kolasib,,,24.297775,93.34159722,Debris,Slide,24 September 2024,1,2024-09-24,True,8.7,87.0,ok
23654,MIZ/KOL/2024/827,Mizoram,Kolasib,,,24.35137778,93.34095556,Debris,Slide,24 September 2024,1,2024-09-24,True,8.0,80.0,ok
23657,MIZ/KOL/2024/830,Mizoram,Kolasib,,,23.631219,93.118033,Debris,Slide,15 August 2024,1,2024-08-15,True,35.1,351.0,ok
23660,MIZ/KOL/2024/834,Mizoram,Kolasib,,,23.62418333,93.14208611,Debris,Slide,15 August 2024,1,2024-08-15,True,35.1,351.0,ok
23662,MIZ/KOL/2024/836,Mizoram,Kolasib,,,23.56672222,93.13764444,Debris,Slide,9 July 2024,1,2024-07-09,True,12.3,123.0,ok
23663,MIZ/KOL/2024/837,Mizoram,Kolasib,,,24.04014167,93.2915,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok
23664,MIZ/KOL/2024/838,Mizoram,Kolasib,,,24.56771111,93.14291667,Debris,Complex,9 July 2024,1,2024-07-09,True,26.2,262.0,ok
23665,MIZ/KOL/2024/839,Mizoram,Kolasib,,,24.57467222,93.14389722,Debris,Slide,9 July 2024,1,2024-07-09,True,26.2,262.0,ok
23666,MIZ/KOL/2024/840,Mizoram,Kolasib,,,24.57470833,93.13897222,Debris,Complex,9 July 2024,1,2024-07-09,True,26.2,262.0,ok
23667,MIZ/KOL/2024/841,Mizoram,Kolasib,,,24.57151389,93.141725,Debris,Complex,2 July 2024,1,2024-07-02,True,62.4,624.0,ok
23668,MIZ/KOL/2024/842,Mizoram,Kolasib,,,24.56917222,93.14073611,Debris,Slide,2 July 2024,1,2024-07-02,True,62.4,624.0,ok
23669,MIZ/KOL/2024/843,Mizoram,Kolasib,,,24.5606,93.13071389,Debris,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok
23670,MIZ/KOL/2024/844,Mizoram,Kolasib,,,24.55987778,93.12541667,Debris,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok
23671,MIZ/KOL/2024/845,Mizoram,Kolasib,,,24.08927222,93.12408611,Debris,Slide,28 September 2024,1,2024-09-28,True,2.0,20.0,ok
23672,MIZ/KOL/2024/846,Mizoram,Kolasib,,,24.10641389,93.12339944,Debris,Slide,28 September 2024,1,2024-09-28,True,0.1,1.0,ok
23673,MIZ/KOL/2024/847,Mizoram,Kolasib,,,24.10710778,93.11535444,Debris,Slide,7 July 2024,1,2024-07-07,True,27.0,270.0,ok
23674,MIZ/KOL/2024/848,Mizoram,Kolasib,,,24.10015917,93.10461389,Rock,Slide,24 September 2024,1,2024-09-24,True,17.3,173.0,ok
23675,MIZ/KOL/2024/849,Mizoram,Kolasib,,,24.11104722,93.10374167,Earth,Slide,24 September 2024,1,2024-09-24,True,17.3,173.0,ok
23676,MIZ/KOL/2024/850,Mizoram,Kolasib,,,24.10506389,93.09593611,Earth,Slide,24 September 2024,1,2024-09-24,True,16.6,166.0,ok
23677,MIZ/KOL/2024/851,Mizoram,Kolasib,,,24.10743611,93.09532222,Debris,Slide,24 September 2024,1,2024-09-24,True,16.6,166.0,ok
23678,MIZ/KOL/2024/852,Mizoram,Kolasib,,,24.10687222,93.08849722,Earth,Slide,24 September 2024,1,2024-09-24,True,16.6,166.0,ok
23679,MIZ/AZL/2024/853,Mizoram,Aizawl,,,23.24231111,93.17726667,Debris,Slide,17 July 2024,1,2024-07-17,True,12.9,129.0,ok
23680,MIZ/AZL/2024/854,Mizoram,Aizawl,,,23.24500833,93.17587222,Debris,Slide,24 September 2024,1,2024-09-24,True,3.4,34.0,ok
23681,MIZ/AZL/2024/855,Mizoram,Aizawl,,,23.24454722,93.17027222,Debris,Slide,19 July 2024,1,2024-07-19,True,0.4,4.0,ok
23682,MIZ/AZL/2024/856,Mizoram,Aizawl,,,23.20960722,93.13104722,Debris,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok
23683,MIZ/AZL/2024/857,Mizoram,Aizawl,,,23.21068583,93.1212325,Debris,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok
23684,MIZ/KOL/2024/858,Mizoram,Kolasib,,,23.49216111,93.23695,Rock,Slide,17 July 2024,1,2024-07-17,True,22.8,228.0,ok
23685,MIZ/KOL/2024/859,Mizoram,Kolasib,,,23.504575,93.23805,Debris,Complex,17 July 2024,1,2024-07-17,True,23.2,232.0,ok
23686,MIZ/KOL/2024/860,Mizoram,Kolasib,,,24.15364444,93.02183611,Debris,Slide,7 June 2024,1,2024-06-07,True,6.1,61.0,ok
23687,MIZ/KOL/2024/861,Mizoram,Kolasib,,,24.15817222,93.02488611,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok
23688,MIZ/KOL/2024/862,Mizoram,Kolasib,,,24.23419444,93.02469167,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok
23689,MIZ/KOL/2024/863,Mizoram,Kolasib,,,24.32836667,93.00923056,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok
23691,MIZ/KOL/2024/865,Mizoram,Kolasib,,,24.40520278,93.06672222,Debris,Slide,9 July 2024,1,2024-07-09,True,13.1,131.0,ok
23692,MIZ/KOL/2024/866,Mizoram,Kolasib,,,24.4259,93.13580556,Earth,Slide,28 May 2024,1,2024-05-28,True,127.0,1270.0,ok
23693,MIZ/KOL/2024/867,Mizoram,Kolasib,,,24.44347778,93.15817778,Debris,Complex,7 July 2024,1,2024-07-07,True,11.9,119.0,ok
23695,MIZ/KOL/2024/869,Mizoram,Kolasib,,,24.44857778,93.15738611,Debris,Complex,7 July 2024,1,2024-07-07,True,11.9,119.0,ok
23699,MIZ/KOL/2024/873,Mizoram,Kolasib,,,24.65409167,93.204625,Debris,Slide,17 July 2024,1,2024-07-17,True,4.5,45.0,ok
23700,MIZ/KOL/2024/874,Mizoram,Kolasib,,,24.65018056,93.20256667,Debris,Slide,17 July 2024,1,2024-07-17,True,4.5,45.0,ok
23701,MIZ/KOL/2024/875,Mizoram,Kolasib,,,24.6273,93.20404444,Earth,Slide,17 July 2024,1,2024-07-17,True,4.5,45.0,ok
23702,MIZ/KOL/2024/876,Mizoram,Kolasib,,,24.62604722,93.22583889,Debris,Complex,12 June 2024,1,2024-06-12,True,10.9,109.0,ok
23703,MIZ/KOL/2024/877,Mizoram,Kolasib,,,24.58605,93.21056389,Debris,Slide,24 September 2024,1,2024-09-24,True,8.4,84.0,ok
23704,MIZ/KOL/2024/878,Mizoram,Kolasib,,,24.577475,93.19105,Debris,Slide,22 October 2024,1,2024-10-22,True,3.8,38.0,ok
23705,MIZ/KOL/2024/879,Mizoram,Kolasib,,,24.56062778,93.18938889,Earth,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok
23706,MIZ/KOL/2024/880,Mizoram,Kolasib,,,24.5716,93.17273056,Debris,Slide,12 June 2024,1,2024-06-12,True,9.6,96.0,ok
23707,MIZ/KOL/2024/881,Mizoram,Kolasib,,,24.56925833,93.177275,Debris,Slide,28 May 2024,1,2024-05-28,True,104.5,1045.0,ok
23708,MIZ/KOL/2024/882,Mizoram,Kolasib,,,24.57296389,93.17700556,Debris,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok
23709,MIZ/KOL/2024/883,Mizoram,Kolasib,,,24.5768,93.106075,Debris,Slide,12 June 2024,1,2024-06-12,True,9.6,96.0,ok
23710,MIZ/KOL/2024/884,Mizoram,Kolasib,,,24.526075,93.05379167,Debris,Slide,28 May 2024,1,2024-05-28,True,102.1,1021.0,ok
23711,MIZ/KOL/2024/885,Mizoram,Kolasib,,,24.458325,93.09439167,Debris,Slide,24 September 2024,1,2024-09-24,True,9.8,98.0,ok
23712,MZ/AZL/84A10/2024/120,Mizoram,Aizawl,,Tachhip,23.57722222,92.71222222,Earth,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
23714,MIZ/AZL/84A10/2025/002,Mizoram,Aizawl,,Kulikawn East,23.6868033,92.7251987,Rock,Slide,29 May 2025,1,2025-05-29,True,40.2,402.0,ok
23715,MIZ/AZL/84A10/2025/003,Mizoram,Aizawl,,"Ngaizel, Kulikawn",23.7002691,92.7181685,Rock,Fall,13 May 2025,1,2025-05-13,True,0.0,0.0,ok
23716,MIZ/AZL/84A10/2025/004,Mizoram,Aizawl,,"Zohnuai, Vaivakawn, Aizawl",23.74247,92.705587,Debris,Subsidence,31 May 2025,1,2025-05-31,True,101.5,1015.0,ok
23721,MIZ/AZL/84A09/2025/009,Mizoram,Aizawl,,"Zuangtui, Aizawl",23.75024,92.736662,Debris,Flow,01 June 2025,1,2025-06-01,True,88.9,889.0,ok
23723,MIZ/AZL/84A09/2025/011,Mizoram,Aizawl,,Chaltlang Lily Veng,23.755925,92.726753,Rock,Fall,24 May 2025,1,2025-05-24,True,6.8,68.0,ok
23724,MIZ/AZL/84A10/2025/012,Mizoram,Aizawl,,"Chanmari West, Aizawl",23.745802,92.717053,Earth,Slide,01 June 2025,1,2025-06-01,True,88.9,889.0,ok
23727,MIZ/AZL/84A11/2025/015,Mizoram,Aizawl,,Sumsuih,23.469247,92.744068,Earth,Slide,01 June 2025,1,2025-06-01,True,114.7,1147.0,ok
23728,MIZ/AZL/84A15/2025/016,Mizoram,Aizawl,,Sialsuk,23.410771,92.753123,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
23729,MIZ/AZL/84A15/2025/017,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.367366,92.767304,Rock,Slide,01 June 2025,1,2025-06-01,True,124.7,1247.0,ok
23730,MIZ/AZL/84A15/2025/018,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.353485,92.780193,Debris,Slide,31 May 2025,1,2025-05-31,True,49.8,498.0,ok
23731,MIZ/AZL/84A15/2025/019,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.350187,92.778852,Debris,Slide,30 May 2025,1,2025-05-30,True,172.3,1723.0,ok
23732,MIZ/AZL/84A15/2025/020,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.341022,92.776761,Debris,Slide,30 May 2025,1,2025-05-30,True,172.3,1723.0,ok
23733,MIZ/AZL/84A15/2025/021,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.339144,92.786128,Debris,Slide,30 May 2025,1,2025-05-30,True,172.3,1723.0,ok
23734,MIZ/AZL/84A15/2025/022,Mizoram,Aizawl,,Thenzawl Quarry,23.336229,92.787113,Debris,Flow,30 May 2025,1,2025-05-30,True,172.3,1723.0,ok
23735,MIZ/AZL/84A15/2025/023,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.313871,92.792739,Debris,Slide,01 June 2025,1,2025-06-01,True,124.7,1247.0,ok
23736,MIZ/SER/84A15/2025/024,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.315355,92.790619,Debris,Slide,31 May 2025,1,2025-05-31,True,49.8,498.0,ok
23737,MIZ/SER/84A15/2025/025,Mizoram,Serchhip,,Outside Thenzawl,23.316491,92.788798,Debris,Slide,31 May 2025,1,2025-05-31,True,49.8,498.0,ok
23738,MIZ/SER/84A12/2025/026,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.239637,92.748175,Debris,Slide,30 May 2025,1,2025-05-30,True,148.8,1488.0,ok
23739,MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Buangpui,23.239077,92.745631,Earth,Slide,31 May 2025,1,2025-05-31,True,56.8,568.0,ok
23740,MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,Buangpui,23.239137,92.744468,Debris,Slide,01 June 2025,1,2025-06-01,True,130.1,1301.0,ok
23741,MIZ/SER/84A12/2025/029,Mizoram,Serchhip,,Buangpui,23.239797,92.744214,Debris,Slide,31 May 2025,1,2025-05-31,True,56.8,568.0,ok
23742,MIZ/SER/84A12/2025/030,Mizoram,Serchhip,,Buangpui,23.238785,92.744224,Debris,Slide,31 May 2025,1,2025-05-31,True,56.8,568.0,ok
23744,MIZ/LUNG/84A12/2025/032,Mizoram,Lunglei,,Kanghmun,23.214239,92.740856,Debris,Slide,31 May 2025,1,2025-05-31,True,56.8,568.0,ok
23745,MIZ/LUNG/84A12/2025/033,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.203253,92.735838,Earth,Slide,31 May 2025,1,2025-05-31,True,56.8,568.0,ok
23746,MIZ/LUNG/84A12/2025/034,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.200475,92.735007,Debris,Slide,01 June 2025,1,2025-06-01,True,130.1,1301.0,ok
23747,MIZ/LUNG/84A12/2025/035,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.195661,92.73562,Rock,Slide,01 June 2025,1,2025-06-01,True,124.1,1241.0,ok
23748,MIZ/LUNG/84A12/2025/036,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.194007,92.734654,Rock,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok
23749,MIZ/LUNG/84A12/2025/037,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.193468,92.734849,Debris,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok
23750,MIZ/LUNG/84A12/2025/038,Mizoram,Lunglei,,Ramlaitui,23.183856,92.735346,Debris,Slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok
23752,MIZ/LUNG/84A12/2025/040,Mizoram,Lunglei,,Ramlaitui,23.181806,92.736868,Earth,slide,30 May 2025,1,2025-05-30,True,176.7,1767.0,ok
23753,MIZ/LUNG/84A12/2025/041,Mizoram,Lunglei,,Ramlaitui,23.18077,92.735789,Debris,Flow,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23754,MIZ/LUNG/84A12/2025/042,Mizoram,Lunglei,,Ramlaitui,23.173606,92.739793,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23755,MIZ/LUNG/84A12/2025/043,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.150939,92.748258,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23756,MIZ/LUNG/84A16/2025/044,Mizoram,Lunglei,,Sekhum,23.140846,92.751229,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23757,MIZ/LUNG/84A12/2025/045,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.1351,92.748694,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23758,MIZ/LUNG/84A12/2025/046,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.134009,92.746247,Earth,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23759,MIZ/LUNG/84A12/2025/047,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.132082,92.746268,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23760,MIZ/LUNG/84A12/2025/048,Mizoram,Lunglei,,N. Mualthuam,23.114694,92.743931,Debris,Slide,01 June 2025,1,2025-06-01,True,124.1,1241.0,ok
23761,MIZ/LUNG/84A12/2025/049,Mizoram,Lunglei,,N. Mualthuam,23.114225,92.746024,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23762,MIZ/LUNG/84A12/2025/050,Mizoram,Lunglei,,N. Mualthuam,23.111824,92.745097,Debris,Slide,31 May 2025,1,2025-05-31,True,50.3,503.0,ok
23763,MIZ/LUNG/84A16/2025/051,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.015005,92.765065,Rock,Slide,30 May 2025,1,2025-05-30,True,191.4,1914.0,ok
23764,MIZ/LUNG/84A16/2025/052,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.022804,92.755698,Debris,Slide,31 May 2025,1,2025-05-31,True,48.3,483.0,ok
23765,MIZ/LUNG/84B09/2025/053,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,22.973735,92.725975,Debris,Slide,30 May 2025,1,2025-05-30,True,237.4,2374.0,ok
23767,MIZ/LAW/84B14/2025/055,Mizoram,Lawngtlai,,"College Veng, Lawngtlai",22.519716,92.891037,Debris,Slide,31 May 2025,1,2025-05-31,True,14.5,145.0,ok
23768,MIZ/LAW/84B15/2025/056,Mizoram,Lawngtlai,,NH 54,22.48765,92.886806,Rock,Fall,31 May 2025,1,2025-05-31,True,12.3,123.0,ok
23769,MIZ/SIA/84B15/2025/057,Mizoram,Siaha,,Kawchaw W,22.404215,92.951647,Debris,Slide,31 May 2025,1,2025-05-31,True,12.3,123.0,ok
23770,MIZ/SIA/84B15/2025/058,Mizoram,Siaha,,NH 54,22.444376,92.947323,Debris,Slide,30 May 2025,1,2025-05-30,True,196.0,1960.0,ok
23771,MIZ/SIA/84B15/2025/059,Mizoram,Siaha,,"Meiseviah, Siaha",22.491822,92.970252,Earth,Slide,31 May 2025,1,2025-05-31,True,12.3,123.0,ok
23772,MIZ/SIA/84B15/2025/060,Mizoram,Siaha,,"Meiseviah, Siaha",22.491,92.97076,Debris,Slide,31 May 2025,1,2025-05-31,True,12.3,123.0,ok
23773,MIZ/SIA/84F03/2025/061,Mizoram,Siaha,,Lobo,22.469737,93.100868,Debris,Slide,01 June 2025,1,2025-06-01,True,69.2,692.0,ok
23774,MIZ/SIA/84B15/2025/061,Mizoram,Siaha,,Siaha to Kawlchaw,22.437107,92.946912,Debris,Slide,31 May 2025,1,2025-05-31,True,12.3,123.0,ok
23775,MIZ/LAW/84B14/2025/061,Mizoram,Lawngtlai,,Thingkah,22.54735,92.882032,Debris,Slide,31 May 2025,1,2025-05-31,True,14.5,145.0,ok
23776,MIZ/LUNG/84B14/2025/062,Mizoram,Lunglei,,NH 54,22.641087,92.867635,Debris,Slide,31 May 2025,1,2025-05-31,True,18.0,180.0,ok
23777,MIZ/LUNG/84B14/2025/063,Mizoram,Lunglei,,NH 54,22.660692,92.855602,Debris,Slide,31 May 2025,1,2025-05-31,True,18.0,180.0,ok
23778,MIZ/LUNG/84B14/2025/064,Mizoram,Lunglei,,NH 54,22.688472,92.842907,Debris,Slide,31 May 2025,1,2025-05-31,True,18.0,180.0,ok
23779,MIZ/LUNG/84B14/2025/065,Mizoram,Lunglei,,NH 54,22.702165,92.836523,Debris,Slide,31 May 2025,1,2025-05-31,True,19.1,191.0,ok
23780,MIZ/LUNG/84B14/2025/066,Mizoram,Lunglei,,NH 54,22.706999,92.841597,Debris,Slide,31 May 2025,1,2025-05-31,True,19.1,191.0,ok
23781,MIZ/LUNG/84B14/2025/067,Mizoram,Lunglei,,NH 54,22.745387,92.841543,Debris,Slide,31 May 2025,1,2025-05-31,True,19.1,191.0,ok
23782,MIZ/LUNG/84B13/2025/070,Mizoram,Lunglei,,NH 54,22.788323,92.833817,Debris,Slide,31 May 2025,1,2025-05-31,True,19.1,191.0,ok
23783,MIZ/LUNG/84B13/2025/071,Mizoram,Lunglei,,NH 54,22.793307,92.819831,Debris,Slide,31 May 2025,1,2025-05-31,True,19.1,191.0,ok
23784,MIZ/LUNG/84B13/2025/072,Mizoram,Lunglei,,Theiriat,22.866131,92.772713,Debris,Slide,01 June 2025,1,2025-06-01,True,100.3,1003.0,ok
23785,MIZ/LUNG/84B13/2025/073,Mizoram,Lunglei,,Serkawn PHE Complex,22.903567,92.758702,Debris,Flow,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23786,MIZ/LUNG/84B13/2025/074,Mizoram,Lunglei,,"Zohnuai, Lunglei",22.903454,92.760096,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23787,MIZ/LUNG/84B13/2025/075,Mizoram,Lunglei,,"Serkawn, Lunglei",22.904615,92.75705,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23788,MIZ/LUNG/84B13/2025/076,Mizoram,Lunglei,,"Zohnuai, Lunglei",22.922528,92.752404,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23789,MIZ/LUNG/84B09/2025/077,Mizoram,Lunglei,,"Bazar Veng, Lunglei",22.895235,92.747812,Debris,Slide,02 June 2025,1,2025-06-02,True,3.5,35.0,ok
23790,MIZ/LUNG/84B13/2025/078,Mizoram,Lunglei,,NH 54,22.88042,92.821692,Debris,Slide,01 June 2025,1,2025-06-01,True,104.0,1040.0,ok
23791,MIZ/LUNG/84B13/2025/079,Mizoram,Lunglei,,NH 54,22.892426,92.822937,Debris,Slide,31 May 2025,1,2025-05-31,True,27.2,272.0,ok
23792,MIZ/HNAH/84B13/2025/080,Mizoram,Hnahthial,,NH 54,22.902089,92.879909,Debris,Slide,31 May 2025,1,2025-05-31,True,34.1,341.0,ok
23793,MIZ/HNAH/84B13/2025/081,Mizoram,Hnahthial,,Hnahthial Kanaan Veng,22.967715,92.925677,Debris,Slide,31 May 2025,1,2025-05-31,True,33.3,333.0,ok
23794,MIZ/HNAH/84B13/2025/082,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.971217,92.925544,Earth,Slide,31 May 2025,1,2025-05-31,True,33.3,333.0,ok
23795,MIZ/HNAH/84B13/2025/083,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.969582,92.925917,Earth,Slide,31 May 2025,1,2025-05-31,True,33.3,333.0,ok
23796,MIZ/HNAH/84A16/2025/084,Mizoram,Hnahthial,,Pangzawl,23.077813,92.89844,Debris,Slide,31 May 2025,1,2025-05-31,True,41.1,411.0,ok
23797,MIZ/HNAH/84A16/2025/085,Mizoram,Hnahthial,,Pangzawl,23.081023,92.897247,Debris,Slide,31 May 2025,1,2025-05-31,True,41.1,411.0,ok
23798,MIZ/HNAH/84A16/2025/086,Mizoram,Hnahthial,,Pangzawl,23.084343,92.898597,Debris,Slide,31 May 2025,1,2025-05-31,True,41.1,411.0,ok
23799,MIZ/HNAH/84A16/2025/087,Mizoram,Hnahthial,,Pangzawl,23.170678,92.899334,Rock,Slide,01 June 2025,1,2025-06-01,True,123.8,1238.0,ok
23800,MIZ/SER/84A16/2025/088,Mizoram,Serchhip,,Bungtlang,23.180345,92.900082,Debris,Slide,01 June 2025,1,2025-06-01,True,127.1,1271.0,ok
23801,MIZ/SER/84A16/2025/089,Mizoram,Serchhip,,Bungtlang Vengsang,23.187383,92.89826,Earth,Slide,01 June 2025,1,2025-06-01,True,123.8,1238.0,ok
23802,MIZ/SER/84A16/2025/090,Mizoram,Serchhip,,Bungtlang,23.187762,92.898034,Earth,slide,01 June 2025,1,2025-06-01,True,123.8,1238.0,ok
23803,MIZ/SER/84A16/2025/091,Mizoram,Serchhip,,Bungtlang,23.188273,92.898879,Earth,Slide,31 May 2025,1,2025-05-31,True,54.7,547.0,ok
23804,MIZ/SER/84A16/2025/092,Mizoram,Serchhip,,Bungtlang,23.193401,92.900218,Debris,Flow,29 May 2025,1,2025-05-29,True,45.1,451.0,ok
23805,MIZ/SER/84A16/2025/093,Mizoram,Serchhip,,Bungtlang,23.198119,92.899566,Debris,Slide,31 May 2025,1,2025-05-31,True,54.7,547.0,ok
23806,MIZ/SER/84A16/2025/094,Mizoram,Serchhip,,NH 54,23.223594,92.914767,Debris,Slide,31 May 2025,1,2025-05-31,True,52.6,526.0,ok
23807,MIZ/SER/84A16/2025/095,Mizoram,Serchhip,,NH 54,23.225227,92.912496,Debris,Slide,31 May 2025,1,2025-05-31,True,52.6,526.0,ok
23809,MIZ/SER/84A15/2025/097,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.322039,92.859147,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23810,MIZ/SER/84A15/2025/098,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319156,92.857722,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23811,MIZ/SER/84A15/2025/099,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.317543,92.858683,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23812,MIZ/SER/84A15/2025/100,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.318568,92.852294,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23813,MIZ/SER/84A15/2025/101,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.323423,92.860926,Earth,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23814,MIZ/SER/84A15/2025/102,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319412,92.855415,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23815,MIZ/SER/84A15/2025/103,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319184,92.856725,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23816,MIZ/SER/84A15/2025/104,Mizoram,Serchhip,,"Field Veng, Serchhip",23.309286,92.850807,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23817,MIZ/SER/84A15/2025/105,Mizoram,Serchhip,,"Field Veng, Serchhip",23.10112,92.852784,Earth,Slide,31 May 2025,1,2025-05-31,True,54.7,547.0,ok
23818,MIZ/SER/84A15/2025/106,Mizoram,Serchhip,,"Ramthlun Veng, Serchhip",23.309914,92.853522,Earth,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23819,MIZ/SER/84A15/2025/107,Mizoram,Serchhip,,"AOC, Serchhip",23.315273,92.856524,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23820,MIZ/SER/84A15/2025/108,Mizoram,Serchhip,,Serchhip,23.311529,92.85443,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
