slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status
20543,ML/EKH/78O11/2019-20/03,Meghalaya,East Khasi Hills,"Mawsynram, East Khasi Hills District, Meghalaya",Mawsynram - Lawbah,25.281,91.57330556,Debris,Slide,7 July 2019,1,2019-07-07,True,3.3,33.0,ok
20547,MEG/EKH/78O8/2019/07,Meghalaya,East Khasi Hills,Balat road slide - I,Pomblang Landslide,25.23211111,91.37252778,Debris,Slide,27 June 2019,1,2019-06-27,True,157.6,1576.0,ok
20548,MEG/EKH/78O8/2019/08,Meghalaya,East Khasi Hills,Balat road,Balat road slide - II,25.22194444,91.38422222,Debris,Slide,27 June 2019,1,2019-06-27,True,157.6,1576.0,ok
20551,MEG/EKH/78O8/2019/11,Meghalaya,East Khasi Hills,Balat-Shella road,Balat 4 km Slide,25.18688889,91.39855556,Debris,Slide,27 June 2019,1,2019-06-27,True,121.1,1211.0,ok
20553,MEG/WJH/83C3/2020/2,Meghalaya,West Jaintia Hills,Iawmusiang Wahthanad,Iawmusiang Landslide - I,25.44233333,92.19447222,Debris,Slide,26 May 2020,1,2020-05-26,True,198.0,1980.0,ok
20554,MEG/WJH/83C3/2020/3,Meghalaya,West Jaintia Hills,Iawmusiang Wahthanad,Iawmusiang Landslide - II,25.44177778,92.19558333,Debris,Slide,26 May 2020,1,2020-05-26,True,198.0,1980.0,ok
20556,MEG/WJH/83C3/2020/5,Meghalaya,West Jaintia Hills,Chutwakhu Rd near Govt. Boy’s Higher secondary school,Chutwakhu road landslide,25.43630556,92.19525,Soil,Slide,26 May 2020,1,2020-05-26,True,198.0,1980.0,ok
20557,MEG/WJH/83C3/2020/6,Meghalaya,West Jaintia Hills,Chilliangraij,Chilliangraij Landslide,25.43505556,92.19836111,Debris,Slide,26 May 2020,1,2020-05-26,True,198.0,1980.0,ok
20558,MEG/WJH/83C3/2020/7,Meghalaya,West Jaintia Hills,Salaroh,Salaroh Landslide,25.44741667,92.20138889,Soil,Slide,26 May 2020,1,2020-05-26,True,220.6,2206.0,ok
20559,MEG/WJH/83C3/2020/8,Meghalaya,West Jaintia Hills,Caroline colony,Caroline-Jowai,25.45075,92.19452778,Debris,Slide,26 May 2020,1,2020-05-26,True,198.0,1980.0,ok
20560,MEG/WJH/83C3/2020/9,Meghalaya,West Jaintia Hills,Shillong-Agartala-Sabrum Rd,Shillong-Agartala-Sabrum Rd,25.45351667,92.18784722,Soil,Slide,26 May 2020,1,2020-05-26,True,198.0,1980.0,ok
20577,MEG/SG/78K12/2022/03,Meghalaya,South Garo Hills,Baghmara along the road.,Bhagmara slide,25.21022222,90.63220278,Debris,Slide,17 June 2022,1,2022-06-17,True,129.7,1297.0,ok
20590,MEG/EKH/78O15/2023/01,Meghalaya,East Khasi Hills,NH-40,"Ryngngain slide, before Lyngkyrdem village",25.365263,91.878497,Rock,Slide,13 April 2023,1,2023-04-13,True,0.0,0.0,ok
20592,MEG/WJH/83C03/2023-24/2,Meghalaya,West Jaintia Hills,Pynthor Langtein village,Pynthor Langtein slide,25.41955556,92.16194444,Earth,Slide,10 August 2023,1,2023-08-10,True,0.4,4.0,ok
20593,ME/EWK/2025/1,Meghalaya,Eastern-West Khasi Hill,Kynshi,,25.55256111,91.61870278,Debris,Fall,28 June 2024,1,2024-06-28,True,8.2,82.0,ok
20594,6892,Meghalaya,South West Khasi Hills,Wamney,Village Road,25.39295833,91.55163333,Debris,Slide,28 May 2024,1,2024-05-28,True,51.3,513.0,ok
20595,6874,Meghalaya,South West Khasi Hills,Jakarm,Mawkyrwat-Shillong Road,25.37129167,91.48003056,Debris,Fall,15 June 2024,1,2024-06-15,True,133.2,1332.0,ok
20596,ME/SWK/2025/4,Meghalaya,South West Khasi Hills,Mawkyllung,Mawkyllung-Nongstoin Road,25.40288611,91.43424167,Debris,Fall,28 May 2024,1,2024-05-28,True,63.4,634.0,ok
20597,6891,Meghalaya,West Khasi Hills,Mawrok Sohsat,Mairang-Nongstoin Road,25.531739,91.296177,Debris,Slide,02 July 2024,1,2024-07-02,True,4.9,49.0,ok
20598,ME/WKH/2025/6,Meghalaya,West Khasi Hills,Sohpian,Mairang-Nongstoin Road,25.540056,91.314142,Debris,Fall,02 July 2024,1,2024-07-02,True,3.6,36.0,ok
20602,6890,Meghalaya,East Khasi Hills,Rymbai Petrol Pump(BPCL),Shillong-Umiam Road,25.641242,91.894137,Debris,Fall,02 July 2024,1,2024-07-02,True,4.5,45.0,ok
20603,4694,Meghalaya,East Khasi Hills,Mowing Rim,Umiam Road,25.65057222,91.89351389,Debris,Fall,02 July 2024,1,2024-07-02,True,4.5,45.0,ok
20604,6889,Meghalaya,East Khasi Hills,Umiam Lake,Umiam Road,25.64887222,91.89692778,Debris,Slide,02 July 2024,1,2024-07-02,True,4.5,45.0,ok
20608,ME/SWK/2025/16,Meghalaya,South West Khasi Hills,Mawiang,SH-3,25.619397,91.61704,Debris,Slide,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20609,4695,Meghalaya,Eastern-West Khasi Hill,Mawblei,SH-3,25.65443889,91.62390833,Debris,Fall,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20610,4696,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65443889,91.63345833,Debris,Slide,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20611,4697,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65977222,91.63440556,Debris,Fall,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20612,ME/EKH/2025/20,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65308889,91.89803889,Debris,Slide,01 July 2024,1,2024-07-01,True,185.4,1854.0,ok
20613,4699,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65341111,91.89819444,Debris,Slide,01 July 2024,1,2024-07-01,True,185.4,1854.0,ok
20614,ME/RIB/2025/22,Meghalaya,Ri-Bhoi,Umiam Hydal Project,GS Road,25.66315,91.90180278,Debris,Fall,30 May 2025,1,2025-05-30,True,112.5,1125.0,ok
20615,4701,Meghalaya,Ri-Bhoi,Umsawlum A,GS Road,25.67032222,91.90487222,Debris,Slide,30 May 2025,1,2025-05-30,True,112.5,1125.0,ok
20616,ME/RIB/2025/24,Meghalaya,Ri-Bhoi,Umiam Flyover,Guwahati-Shillong Road,25.67517222,91.8983,Debris,Fall,30 June 2024,1,2024-06-30,True,190.4,1904.0,ok
20617,ME/EKH/2025/25,Meghalaya,East Khasi Hills,Lewmawiong,NH-206,25.42315556,91.86329167,Debris,Slide,31 May 2025,1,2025-05-31,True,74.6,746.0,ok
20618,4702,Meghalaya,East Khasi Hills,Lait-Sohphie,AH-2,25.30127778,91.92198889,Debris,Slide,30 May 2025,1,2025-05-30,True,60.0,600.0,ok
20619,4700,Meghalaya,Ri-Bhoi,Umiam,NH-6,25.67546111,91.89726944,Rock,Topple/Fall,30 June 2024,1,2024-06-30,True,190.4,1904.0,ok
20620,ME/RIB/2025/28,Meghalaya,Ri-Bhoi,,NH-6,25.67761389,91.89865833,Debris,Slide,30 May 2025,1,2025-05-30,True,110.8,1108.0,ok
20621,ME/EWK/2026/29,Meghalaya,Eastern-West Khasi Hill,Umkrem,Umkrem,25.49551944,91.49585278,Debris,Slide,02 July 2025,1,2025-07-02,True,35.5,355.0,ok
20622,ME/EWK/2026/30,Meghalaya,South West Khasi Hills,Mawpud,Ranikor,25.28247222,91.36413333,Debris,Slide,30 May 2025,1,2025-05-30,True,57.0,570.0,ok
20623,ME/SWK/2026/31,Meghalaya,South West Khasi Hills,Mawpud,Ranikor,25.28090556,91.36584722,Debris,Slide,30 May 2025,1,2025-05-30,True,57.0,570.0,ok
20624,ME/RIB/2026/32,Meghalaya,Ri-Bhoi,Umbang 1,NH-6,25.68255833,91.90111389,Debris,Slide,30 June 2024,1,2024-06-30,True,184.0,1840.0,ok
20625,7236,Meghalaya,Ri-Bhoi,Umbang 2,NH-6,25.68591944,91.90256667,Debris,Slide,30 June 2024,1,2024-06-30,True,184.0,1840.0,ok
20626,7237,Meghalaya,Ri-Bhoi,Sahkynduh,NH-6,25.71165556,91.89512778,Debris,Slide,30 May 2025,1,2025-05-30,True,96.3,963.0,ok
20627,7239,Meghalaya,Ri-Bhoi,Ri-Bhoi Pataraim,NH-6,25.75297778,91.88535278,Debris,Fall/Topple,30 May 2025,1,2025-05-30,True,96.3,963.0,ok
20628,7240,Meghalaya,Ri-Bhoi,Umsamlan 1,NH-6,25.79744444,91.87408611,Debris,Slide,14 June 2024,1,2024-06-14,True,33.1,331.0,ok
20629,ME/RIB/2026/37,Meghalaya,Ri-Bhoi,Umsamlan 2,NH-6,25.80725833,91.87509444,Debris,Slide,14 July 2024,1,2024-07-14,True,4.7,47.0,ok
20630,7242,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.62269444,91.16914444,Debris,Slide,02 July 2024,1,2024-07-02,True,6.8,68.0,ok
20631,ME/WKH/2026/39,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.61276111,91.17375278,Debris,Slide,02 July 2024,1,2024-07-02,True,6.8,68.0,ok
20632,7243,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.66156667,91.13485278,Debris,Slide,02 July 2024,1,2024-07-02,True,6.8,68.0,ok
20633,7244,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 1,Mairang-Guwahati Road,25.69150833,91.64160833,Debris,Slide,29 May 2025,1,2025-05-29,True,81.8,818.0,ok
20634,ME/EWK/2026/42,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 2,Mairang-Guwahati Road,25.69517778,91.64123611,Debris,Slide,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20635,ME/EWK/2026/43,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69688611,91.64176667,Debris,Slide,25 June 2025,1,2025-06-25,True,22.0,220.0,ok
20636,ME/EWK/2026/44,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 3,Mairang-Guwahati Road,25.70087778,91.642902,Debris,Slide,08 October 2024,1,2024-10-08,True,0.4,4.0,ok
20637,ME/EWK/2026/45,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 4,Mairang-Guwahati Road,25.69866667,91.64517222,Debris,Slide,06 August 2024,1,2024-08-06,True,9.0,90.0,ok
20638,7245,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69683611,91.64485556,Debris,Slide,06 August 2024,1,2024-08-06,True,9.0,90.0,ok
20639,ME/EWK/2026/47,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69523333,91.64426944,Debris,Slide,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20640,ME/EWK/2026/48,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69463611,91.64577778,Debris,Slide,30 May 2025,1,2025-05-30,True,87.5,875.0,ok
20641,ME/EWK/2026/49,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68698889,91.64812222,Rock,Slide,28 May 2025,1,2025-05-28,True,21.6,216.0,ok
20642,ME/EWK/2026/50,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68690556,91.64915278,Debris,Fall,28 May 2025,1,2025-05-28,True,21.6,216.0,ok
20643,ME/EWK/2026/51,Meghalaya,Eastern-West Khasi Hill,,Nongkhlaw-Guwahati Road,25.688833,91.653639,Earth,Slide,25 June 2025,1,2025-06-25,True,22.0,220.0,ok
20644,7246,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68798889,91.65838889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.5,665.0,ok
20645,7247,Meghalaya,Eastern-West Khasi Hill,,Nongkhlaw-Guwahati Road,25.68805,91.66653,Debris,Slide,28 May 2024,1,2024-05-28,True,66.5,665.0,ok
20646,ME/EWK/2026/54,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68822222,91.66746111,Debris,Slide,11 June 2025,1,2025-06-11,True,18.2,182.0,ok
20647,7248,Meghalaya,Eastern-West Khasi Hill,Mawiongkhri,Nongkhlaw-Guwahati Road,25.69007,91.67085,Debris,Slide,11 June 2025,1,2025-06-11,True,18.2,182.0,ok
20648,7249,Meghalaya,Eastern-West Khasi Hill,Umniangriang,Mairang-Guwahati Road,25.733262,91.675754,Debris,Slide,11 June 2025,1,2025-06-11,True,60.0,600.0,ok
20649,7250,Meghalaya,Eastern-West Khasi Hill,Boulder Stone Quarry Site,Mairang-Guwahati Road,25.762051,91.658959,Debris,Slide,29 May 2024,1,2024-05-29,True,15.9,159.0,ok
20650,ME/EWK/2026/58,Meghalaya,Eastern-West Khasi Hill,Mawpat,Mairang-Guwahati Road,25.770935,91.656497,Debris,Slide,29 May 2024,1,2024-05-29,True,15.9,159.0,ok
20651,7251,Meghalaya,Eastern-West Khasi Hill,Madpan,Mairang-Guwahati Road,25.791616,91.658242,Debris,Slide,29 May 2024,1,2024-05-29,True,15.9,159.0,ok
20652,ME/EWK/2026/60,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.803984,91.659801,Debris,Slide,28 August 2024,1,2024-08-28,True,2.1,21.0,ok
20653,7252,Meghalaya,Eastern-West Khasi Hill,Mawkarah,Nongkhlaw Road,25.700668,91.596815,Debris,Slide,31 May 2025,1,2025-05-31,True,32.7,327.0,ok
20654,ME/EWK/2026/62,Meghalaya,Eastern-West Khasi Hill,,Jakhong Road,25.739454,91.572107,Debris,Slide,31 May 2025,1,2025-05-31,True,32.7,327.0,ok
20655,7598,Meghalaya,South West Garo Hills,Betasing,Kongpara,25.567423,89.979711,Debris,,13 July 2026,1,2026-07-13,False,,,after_v07b_cutoff
20656,3442,Meghalaya,East Khasi Hills,Pohkseh,BL-D/24,25.566518,91.914509,rock,fall,19 August 2025,1,2025-08-19,True,8.6,86.0,ok
22177,MIZO/AIZ/84A10/2007/E-3,Mizoram,Aizawl,Bawng Venglai slide,,23.751694,92.731528,Debris,Slide,8 September 2007,1,2007-09-08,True,120.0,1200.0,ok
22701,MZ/AZL/84A10/2024/001,Mizoram,Aizawl,,"Luangmual, Aizawl",23.73888889,92.69638889,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22702,MZ/AZL/84A10/2024/002,Mizoram,Aizawl,,"Luangmual, Aizawl",23.73947222,92.69666667,Debris,Complex,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22703,MZ/AZL/84A10/2024/003,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74027778,92.69722222,Earth,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22704,MZ/AZL/84A10/2024/004,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74066667,92.69336111,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22705,MZ/AZL/84A10/2024/005,Mizoram,Aizawl,,"Mizoram Law College, Luangmual, Aizawl",23.7385748,92.6941941,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22706,MZ/AZL/84A10/2024/006,Mizoram,Aizawl,,"R Romawia (L) Chawlhhmun, Aizawl",23.74472222,92.69277778,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22707,MZ/AZL/84A10/2024/007,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74116667,92.69455556,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22708,MZ/AZL/84A10/2024/008,Mizoram,Aizawl,,"Luangmual - Ainawn road, Aizawl",23.7375,92.69444444,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22709,MZ/AZL/84A10/2024/009,Mizoram,Aizawl,,"Luangmual-Ainawn road, Aizawl",23.73386111,92.69491667,Debris,Complex,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22710,MZ/AZL/84A10/2024/010,Mizoram,Aizawl,,"Ainawn Veng, Aizawl",23.72669444,92.69519444,Debris,Complex,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22711,MZ/AZL/84A10/2024/011,Mizoram,Aizawl,,"Ainawn, Aizawl.",23.73361111,92.69388889,Earth,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22712,MZ/AZL/84A10/2024/012,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73472222,92.695,Earth,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22714,MZ/AZL/84A10/2024/014,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73305556,92.69944444,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22715,MZ/AZL/84A10/2024/015,Mizoram,Aizawl,,"Zonuam, Aizawl",23.74972222,92.69833333,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22716,MZ/AZL/84A10/2024/016,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73111111,92.70222222,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22717,MZ/AZL/84A10/2024/017,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73111111,92.70388889,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22718,MZ/AZL/84A10/2024/018,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73333333,92.70527778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22720,MZ/AZL/84A10/2024/020,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73583333,92.69777778,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
22721,MZ/AZL/84A10/2024/021,Mizoram,Aizawl,,"Kanaan Cemetery, Aizawl",23.73132778,92.70821944,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22722,MZ/AZL/84A10/2024/022,Mizoram,Aizawl,,"MINECO, Aizawl",23.72428333,92.70737778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22723,MZ/AZL/84A10/2024/023,Mizoram,Aizawl,,"Bungkawn, Aizawl",23.72276944,92.70665,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22724,MZ/AZL/84A10/2024/024,Mizoram,Aizawl,,"Mission Vengthlang, Aizawl",23.71446389,92.71146389,Debris,Flow,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22725,MZ/AZL/84A10/2024/025,Mizoram,Aizawl,,"MSVT to Reiek Road, Aizawl",23.71581111,92.70935,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22726,MZ/AZL/84A10/2024/026,Mizoram,Aizawl,,"Bungkawn, Nursery, Aizawl",23.71595,92.70879444,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22727,MZ/AZL/84A10/2024/027,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.7175,92.70666667,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22728,MZ/AZL/84A10/2024/0028,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71740833,92.70644167,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22729,MZ/AZL/84A10/2024/029,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71735556,92.70753333,Earth,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22730,MZ/AZL/84A10/2024/030,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71721667,92.70777778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22731,MZ/AZL/84A10/2024/031,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71697222,92.70817222,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22732,MZ/AZL/84A10/2024/032,Mizoram,Aizawl,,"Mission Vengthlang, Aizawl",23.71305556,92.70895833,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22733,MZ/AZL/84A10/2024/033,Mizoram,Aizawl,,"Model Veng, Aizawl",23.71523056,92.71529167,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22734,MZ/AZL/84A10/2024/034,Mizoram,Aizawl,,"Chanmari-Chanmari West, Aizawl",23.74,92.715,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22735,MZ/AZL/84A10/2024/035,Mizoram,Aizawl,,"Chanmari-Chanmari west, Aizawl",23.73944444,92.71472222,Rock,Fall,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22736,MZ/AZL/84A10/2024/036,Mizoram,Aizawl,,"Salem Veng, Aizawl",23.71138889,92.72444444,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22737,MZ/AZL/84A10/2024/037,Mizoram,Aizawl,,"Mission Veng, Aizawl",23.71638889,92.72111111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22738,MZ/AZL/84A10/2024/038,Mizoram,Aizawl,,"Salem Veng, Aizawl",23.71444444,92.72861111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22741,MZ/AZL/84A10/2024/041,Mizoram,Aizawl,,"Salem Veng cemetery, Aizawl",23.71571389,92.72659722,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22742,MZ/AZL/84A10/2024/042,Mizoram,Aizawl,,"Venghnuai, Aizawl",23.7104,92.72237778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22743,MZ/AZL/84A10/2024/043,Mizoram,Aizawl,,"Republic Veng, Aizawl",23.71865833,92.72335278,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22744,MZ/AZL/84A10/2024/044,Mizoram,Aizawl,,"Republic Veng, Lungli Road, Aizawl",23.7175,92.71972222,Debris,Complex,19 September 2023,1,2023-09-19,True,49.3,493.0,ok
22745,MZ/AZL/84A10/2024/045,Mizoram,Aizawl,,"Kulikawn cemetery, Aizawl",23.71,92.71611111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22747,MZ/AZL/84A10/2024/047,Mizoram,Aizawl,,"Kulikawn, Aizawl",23.70666667,92.71444444,Debris,Flow,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22748,MZ/AZL/84A10/2024/048,Mizoram,Aizawl,,"Tlangnuam, Aizawl",23.70527778,92.71138889,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22749,MZ/AZL/84A10/2024/049,Mizoram,Aizawl,,"Tlangnuam CP Road, Aizawl",23.70416667,92.71222222,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22750,MZ/AZL/84A10/2024/050,Mizoram,Aizawl,,"Tlangnuam Vengthar, Aizawl",23.70027778,92.71611111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22751,MZ/AZL/84A10/2024/051,Mizoram,Aizawl,,"Tlangnuam Vengthar, Aizawl",23.69972222,92.71694444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22752,MZ/AZL/84A10/2024/052,Mizoram,Aizawl,,"Trinity Hospital, Silaimual, Aizawl",23.68027778,92.72472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22753,MZ/AZL/84A10/2024/053,Mizoram,Aizawl,,"Melthum to Hualngohmun Road, Aizawl",23.67805556,92.72,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22754,MZ/AZL/84A10/2024/054,Mizoram,Aizawl,,"Paikhai, Melriat, Aizawl",23.64333333,92.73444444,Earth,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22755,MZ/AZL/84A10/2024/055,Mizoram,Aizawl,,"Melriat, Aizawl",23.64638889,92.72638889,Debris,Slide,02 October 2023,1,2023-10-02,True,11.7,117.0,ok
22756,MZ/AZL/84A10/2024/056,Mizoram,Aizawl,,"Melriat, Aizawl",23.64638889,92.72527778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22757,MZ/AZL/84A10/2024/057,Mizoram,Aizawl,,Kelsih,23.63111111,92.72388889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22758,MZ/AZL/84A10/2024/058,Mizoram,Aizawl,,"Kelsih, Aizawl",23.63055556,92.72305556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22759,MZ/AZL/84A10/2024/059,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62833333,92.72333333,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22760,MZ/AZL/84A10/2024/060,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62277778,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22761,MZ/AZL/84A10/2024/061,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62194444,92.72305556,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22762,MZ/AZL/84A10/2024/062,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62083333,92.7225,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22763,MZ/AZL/84A10/2024/063,Mizoram,Aizawl,,"Falkawn, Aizawl",23.61916667,92.7225,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22764,MZ/AZL/84A10/2024/004,Mizoram,Aizawl,,"Falkawn Vengthar, Aizawl",23.62,92.72472222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22765,MZ/AZL/84A10/2024/065,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.61972222,92.72527778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22766,MZ/AZL/84A10/2024/066,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62027778,92.72555556,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22767,MZ/AZL/84A10/2024/067,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62027778,92.72611111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22768,MZ/AZL/84A10/2024/068,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62111111,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22769,MZ/AZL/84A10/2024/069,Mizoram,Aizawl,,"Melthum, Aizawl",23.68743333,92.72129167,Rock,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22770,MZ/AZL/84A10/2024/070,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67694444,92.71722222,Rock,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22771,MZ/AZL/84A10/2024/071,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67583333,92.715,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22772,MZ/AZL/84A10/2024/072,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67472222,92.71722222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22773,MZ/AZL/84A10/2024/073,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67444444,92.71472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22774,MZ/AZL/84A10/2024/074,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67388889,92.71472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22775,MZ/AZL/84A10/2024/075,Mizoram,Aizawl,,"Hlimen, Aizawl",23.672069,92.7099293,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
