slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status,elevation_m,slope_deg,aspect_deg
23193,MIZ/AZL/2024/328,Mizoram,Aizawl,,,23.61138889,92.80333333,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok,451.0,30.902016120705586,358.3104723124951
23196,MIZ/AZL/2024/331,Mizoram,Aizawl,,,23.60972222,92.79972222,Earth,Slide,2 July 2024,1,2024-07-02,True,24.6,246.0,ok,397.0,39.9222901529043,300.1593713683486
23207,MIZ/AZL/2024/342,Mizoram,Aizawl,,,23.61611111,92.79777778,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,397.0,24.64751236588564,17.920132150125198
23208,MIZ/AZL/2024/343,Mizoram,Aizawl,,,23.61472222,92.79583333,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,380.0,36.88598461740092,22.10206605479425
23209,MIZ/AZL/2024/344,Mizoram,Aizawl,,,23.615,92.79222222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,331.0,30.884037856380388,329.89467015132635
23210,MIZ/AZL/2024/345,Mizoram,Aizawl,,,23.61583333,92.79111111,Debris,Slide,23 September 2023,1,2023-09-23,True,1.7,17.0,ok,329.0,33.7936784696776,333.3682812470868
23211,MIZ/AZL/2024/346,Mizoram,Aizawl,,,23.61861111,92.79,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,314.0,11.66632857823294,19.99182305093501
23214,MIZ/AZL/2024/350,Mizoram,Aizawl,,,23.62333333,92.78888889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,229.0,23.90175380897992,293.66218788393473
23215,MIZ/AZL/2024/351,Mizoram,Aizawl,,,23.62361111,92.78888889,Debris,Slide,28 August 2024,1,2024-08-28,True,4.4,44.0,ok,235.0,28.45037301565881,289.1635281792188
23216,MIZ/AZL/2024/352,Mizoram,Aizawl,,,23.62527778,92.78638889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,204.0,6.841857639586237,216.0416689810952
23222,MIZ/AZL/2024/358,Mizoram,Aizawl,,,23.60111111,92.75888889,Debris,Slide,26 May 2024,1,2024-05-26,True,68.8,688.0,ok,569.0,37.00314086989941,294.0573862741248
23229,MIZ/AZL/2024/365,Mizoram,Aizawl,,,23.59527778,92.71722222,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,743.0,24.30690008748149,257.5961352689941
23230,MIZ/AZL/2024/366,Mizoram,Aizawl,,,23.59055556,92.71611111,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,774.0,33.192763527542965,203.86341388696704
23231,MIZ/AZL/2024/367,Mizoram,Aizawl,,,23.59027778,92.71583333,Earth,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,788.0,34.362319984448966,206.0199630684729
23246,MIZ/AZL/2024/382,Mizoram,Aizawl,,,23.57138889,92.70972222,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,855.0,34.75710129511275,217.60134121662023
23247,MIZ/AZL/2024/383,Mizoram,Aizawl,,,23.57055556,92.70888889,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,904.0,33.631831865885566,198.5569196448792
23248,MIZ/AZL/2024/384,Mizoram,Aizawl,,,23.57027778,92.70722222,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,847.0,27.46323233308242,288.1256797193919
23249,MIZ/AZL/2024/385,Mizoram,Aizawl,,,23.55388889,92.70472222,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,834.0,2.02046770596373,90.0
23250,MIZ/AZL/2024/386,Mizoram,Aizawl,,,23.55444444,92.70527778,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,826.0,6.761293661356658,342.6886040555391
23251,MIZ/AZL/2024/387,Mizoram,Aizawl,,,23.5625,92.70777778,Debris,Slide,25 August 2024,1,2024-08-25,True,9.3,93.0,ok,806.0,20.39799164567342,274.9891345482868
23252,MIZ/AZL/2024/388,Mizoram,Aizawl,,,23.56555556,92.7075,Debris,Slide,19 July 2024,1,2024-07-19,True,5.9,59.0,ok,834.0,39.97175276182281,255.4773144619681
23253,MIZ/AZL/2024/389,Mizoram,Aizawl,,,23.55,92.70444444,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,847.0,30.555125867048403,236.7834570815248
23254,MIZ/AZL/2024/390,Mizoram,Aizawl,,,23.53222222,92.735,Rock,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,1001.0,22.874235847038587,184.7959188331626
23264,MIZ/AZL/2024/401,Mizoram,Aizawl,,,23.53555556,92.72333333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,910.0,22.010530178001503,0.0
23265,MIZ/AZL/2024/402,Mizoram,Aizawl,,,23.53805556,92.71861111,Debris,Slide,29 May 2024,1,2024-05-29,True,2.8,28.0,ok,888.0,16.409078030883798,63.94333907336217
23272,MIZ/AZL/2024/409,Mizoram,Aizawl,,,23.54833333,92.71083333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,959.0,23.62788210543258,306.2555279520081
23277,MIZ/AZL/2024/414,Mizoram,Aizawl,,,23.54888889,92.70555556,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,921.0,27.378180070955484,261.01840974903496
23278,MIZ/AZL/2024/415,Mizoram,Aizawl,,,23.545,92.70333333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,858.0,35.267443468277335,273.9332382076492
23279,MIZ/AZL/2024/416,Mizoram,Aizawl,,,23.54027778,92.70138889,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,883.0,31.790974852484947,223.07452481141684
23283,MIZ/AZL/2024/420,Mizoram,Aizawl,,,23.53694444,92.6975,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,841.0,33.246180886593066,222.2694550776192
23284,MIZ/AZL/2024/421,Mizoram,Aizawl,,,23.53611111,92.69777778,Debris,Complex,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,917.0,35.657140048289214,211.0806269946171
23285,MIZ/AZL/2024/422,Mizoram,Aizawl,,,23.53555556,92.69694444,Rock,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,853.0,45.89737599622545,306.5477882317224
23289,MIZ/AZL/2024/426,Mizoram,Aizawl,,,23.53027778,92.69666667,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,832.0,28.80287014780933,240.0032156414021
23290,MIZ/AZL/2024/427,Mizoram,Aizawl,,,23.52861111,92.6975,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,825.0,39.31640225931685,330.3113608031811
23291,MIZ/AZL/2024/428,Mizoram,Aizawl,,,23.52777778,92.69861111,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,809.0,27.304390449410946,13.835497355288735
23294,MIZ/AZL/2024/431,Mizoram,Aizawl,,,23.52277778,92.70277778,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,787.0,17.858189375307006,314.63769185317534
23295,MIZ/AZL/2024/432,Mizoram,Aizawl,,,23.51944444,92.70055556,Debris,Slide,25 September 2024,1,2024-09-25,True,74.1,741.0,ok,789.0,26.55416148224518,205.05142900089533
23297,MIZ/AZL/2024/435,Mizoram,Aizawl,,,23.51444444,92.69805556,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,821.0,37.37646154709746,314.3076022225865
23299,MIZ/AZL/2024/437,Mizoram,Aizawl,,,23.51055556,92.69972222,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,824.0,34.29488463882265,238.56153763594136
23300,MIZ/AZL/2024/438,Mizoram,Aizawl,,,23.50861111,92.69805556,Rock,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,834.0,30.501542986394643,201.05105288849205
23301,MIZ/AZL/2024/439,Mizoram,Aizawl,,,23.50694444,92.69638889,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,822.0,39.31585190115586,309.1842183711506
23303,MIZ/AZL/2024/441,Mizoram,Aizawl,,,23.50527778,92.6975,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,848.0,33.32093493153935,277.0641977969357
23306,MIZ/AZL/2024/444,Mizoram,Aizawl,,,23.55027778,92.70444444,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,834.0,32.13329008675804,231.8414632712434
23316,MIZ/AZL/2024/454,Mizoram,Aizawl,,,23.54305556,92.70055556,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,824.0,38.2491775666522,218.79043309597003
23321,MIZ/AZL/2024/459,Mizoram,Aizawl,,,23.53972222,92.69944444,Debris,Complex,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,783.0,35.207920938848005,238.1937618429995
23322,MIZ/AZL/2024/460,Mizoram,Aizawl,,,23.53777778,92.69833333,Debris,Complex,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,826.0,30.28863262243581,221.6294957438245
23327,MIZ/AZL/2024/465,Mizoram,Aizawl,,,23.54277778,92.67638889,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,665.0,16.92597197524539,54.23430047152241
23331,MIZ/AZL/2024/469,Mizoram,Aizawl,,,23.54277778,92.67472222,Debris,Complex,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,628.0,36.06994219807521,320.9819685694778
23333,MIZ/AZL/2024/471,Mizoram,Aizawl,,,23.54333333,92.66472222,Debris,Complex,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,672.0,28.25438720394268,55.1336747639356
23334,MIZ/AZL/2024/472,Mizoram,Aizawl,,,23.54166667,92.66472222,Debris,Complex,12 August 2023,1,2023-08-12,True,2.3,23.0,ok,701.0,20.12785504977552,13.92326690257643
23336,MIZ/AZL/2024/474,Mizoram,Aizawl,,,23.53944444,92.66527778,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,599.0,20.941465266075056,21.63539899309264
23338,MIZ/AZL/2024/476,Mizoram,Aizawl,,,23.53888889,92.6625,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,626.0,19.65369478270047,57.09126354502761
23345,MIZ/AZL/2024/483,Mizoram,Aizawl,,,23.53944444,92.65888889,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,552.0,15.193298359327994,302.40319598700995
23346,MIZ/AZL/2024/484,Mizoram,Aizawl,,,23.53611111,92.65527778,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,494.0,25.476351139779347,88.05521898884005
23348,MIZ/AZL/2024/486,Mizoram,Aizawl,,,23.52694444,92.65444444,Debris,Slide,20 September 2024,1,2024-09-20,True,1.4,14.0,ok,397.0,25.64051012226253,61.86024567944997
23350,MIZ/AZL/2024/488,Mizoram,Aizawl,,,23.52583333,92.63861111,Debris,Slide,2 June 2024,1,2024-06-02,True,0.0,0.0,ok,229.0,25.295456790666435,300.8779610627406
23351,MIZ/AZL/2024/489,Mizoram,Aizawl,,,23.45083333,92.6825,Debris,Slide,28 May 2024,1,2024-05-28,True,74.4,744.0,ok,903.0,18.77899633980856,2.9713520811669696
23360,MIZ/AZL/2024/498,Mizoram,Aizawl,,,23.44805556,92.68333333,Debris,Slide,28 May 2024,1,2024-05-28,True,74.4,744.0,ok,874.0,18.594687929746986,95.51598611898756
23362,MIZ/AZL/2024/500,Mizoram,Aizawl,,,23.44333333,92.68527778,Debris,Slide,28 May 2024,1,2024-05-28,True,74.4,744.0,ok,837.0,24.761281007937225,348.9857725807778
23365,MIZ/AZL/2024/503,Mizoram,Aizawl,,,23.42722222,92.71277778,Debris,Complex,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,940.0,37.824070568035474,226.5822570888017
23367,MIZ/AZL/2024/505,Mizoram,Aizawl,,,23.41694444,92.71805556,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1095.0,22.91084995564245,163.03140093969148
23373,MIZ/AZL/2024/511,Mizoram,Aizawl,,,23.41,92.74944444,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1224.0,29.57707060482664,194.3808202087856
23388,MIZ/AZL/2024/526,Mizoram,Aizawl,,,23.37972222,92.75166667,Debris,Slide,28 May 2024,1,2024-05-28,True,99.1,991.0,ok,1273.0,29.61382146716925,5.334886253242061
23396,MIZ/AZL/2024/534,Mizoram,Aizawl,,,23.35694444,92.77027778,Debris,Complex,28 May 2024,1,2024-05-28,True,99.1,991.0,ok,1024.0,22.22032525779897,288.4609369032594
23397,MIZ/AZL/2024/535,Mizoram,Aizawl,,,23.35638889,92.77027778,Debris,Complex,28 May 2024,1,2024-05-28,True,99.1,991.0,ok,1016.0,24.40984156922974,321.61418543902766
23401,MIZ/AZL/2024/539,Mizoram,Aizawl,,,23.39166667,92.75527778,Debris,Complex,28 May 2024,1,2024-05-28,True,99.1,991.0,ok,1310.0,32.16493149215556,17.948148415432712
23410,MIZ/AZL/2024/548,Mizoram,Aizawl,,,23.43194444,92.76083333,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1460.0,24.414586511388656,321.59827472056327
23414,MIZ/AZL/2024/552,Mizoram,Aizawl,,,23.44138889,92.77888889,Debris,Complex,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1331.0,25.37006072511881,17.297437191135913
23420,MIZ/AZL/2024/559,Mizoram,Aizawl,,,23.48555556,92.70305556,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,979.0,9.655971649957367,211.2047244608489
23421,MIZ/AZL/2024/561,Mizoram,Aizawl,,,23.49083333,92.70555556,Debris,Complex,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1007.0,55.05359041578296,233.21054092437305
23427,MIZ/AZL/2024/567,Mizoram,Aizawl,,,23.49861111,92.70388889,Debris,Complex,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,951.0,37.183537100911536,297.96540193900074
23430,MIZ/AZL/2024/570,Mizoram,Aizawl,,,23.66194444,92.85416667,Debris,Slide,12 November 2024,1,2024-11-12,True,0.0,0.0,ok,834.0,15.797410861446426,266.7236453845088
23431,MIZ/AZL/2024/571,Mizoram,Aizawl,,,23.68277778,92.8575,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok,946.0,34.86962950264145,310.5215424665382
23432,MIZ/AZL/2024/572,Mizoram,Aizawl,,,23.68305556,92.8575,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok,960.0,26.622116449110884,315.21006211389147
23435,MIZ/AZL/2024/575,Mizoram,Aizawl,,,23.71388889,92.85722222,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,840.0,34.79011545458922,329.44282056334833
23436,MIZ/AZL/2024/576,Mizoram,Aizawl,,,23.68638889,92.85833333,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok,927.0,22.94588358322209,212.83284644679665
23438,MIZ/AZL/2024/578,Mizoram,Aizawl,,,23.69472222,92.85972222,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok,937.0,23.33727297539439,280.80058329230815
23439,MIZ/AZL/2024/579,Mizoram,Aizawl,,,23.71416667,92.85805556,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,879.0,28.221436366306666,334.6719452926494
23442,MIZ/AZL/2024/582,Mizoram,Aizawl,,,23.72722222,92.85472222,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,805.0,34.7067623343326,320.3913861356004
23443,MIZ/AZL/2024/583,Mizoram,Aizawl,,,23.72972222,92.85305556,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,767.0,34.237369045200666,290.8788093458509
23446,MIZ/AZL/2024/586,Mizoram,Aizawl,,,23.73111111,92.84638889,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,698.0,25.89669877689265,306.83320352797125
23447,MIZ/AZL/2024/587,Mizoram,Aizawl,,,23.73361111,92.84305556,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,676.0,37.46207690252283,306.21685880891675
23459,MIZ/AZL/2024/599,Mizoram,Aizawl,,,23.73833333,92.81333333,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,391.0,31.846245896768338,329.21059869910204
23460,MIZ/AZL/2024/600,Mizoram,Aizawl,,,23.73694444,92.81361111,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,407.0,36.337607122338135,202.59502759439133
23461,MIZ/AZL/2024/601,Mizoram,Aizawl,,,23.73472222,92.81333333,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,428.0,32.42058609487577,283.24591068537325
23465,MIZ/AZL/2024/605,Mizoram,Aizawl,,,23.73,92.75833333,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,910.0,35.215607712043266,203.60256739749883
23468,MIZ/AZL/2024/608,Mizoram,Aizawl,,,23.73055556,92.75861111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,893.0,33.74253842085346,223.4320466298812
23470,MIZ/AZL/2024/610,Mizoram,Aizawl,,,23.72916667,92.76583333,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,754.0,31.082363777954374,24.2177862153718
23472,MIZ/AZL/2024/612,Mizoram,Aizawl,,,23.73027778,92.76861111,Debris,Slide,28 August 2024,1,2024-08-28,True,1.1,11.0,ok,728.0,32.89414421898478,0.0
23473,MIZ/AZL/2024/613,Mizoram,Aizawl,,,23.73222222,92.76555556,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,892.0,38.87201316927674,61.22168736879935
23476,MIZ/AZL/2024/616,Mizoram,Aizawl,,,23.73794444,92.78613889,Rock,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,546.0,44.73413955320186,231.67118081184844
23477,MIZ/AZL/2024/617,Mizoram,Aizawl,,,23.7375,92.78805556,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,569.0,27.13562703574945,91.80796926299924
23480,MIZ/AZL/2024/620,Mizoram,Aizawl,,,23.73388889,92.79388889,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,320.0,18.9224325250654,55.52773336153956
23481,MIZ/AZL/2024/621,Mizoram,Aizawl,,,23.72222222,92.79861111,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,215.0,25.63367525800013,199.3458507826096
23482,MIZ/AZL/2024/622,Mizoram,Aizawl,,,23.72138889,92.79944444,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,209.0,16.735282970969738,93.08261052503158
23483,MIZ/AZL/2024/623,Mizoram,Aizawl,,,23.72138889,92.85777778,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,792.0,35.5018291176447,243.0412900119435
23484,MIZ/AZL/2024/624,Mizoram,Aizawl,,,23.72083333,92.86472222,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,826.0,34.27324838350243,141.53688843938463
23487,MIZ/AZL/2024/627,Mizoram,Aizawl,,,23.71166667,92.87833333,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,612.0,28.786039054852893,105.35889627163188
23488,MIZ/AZL/2024/628,Mizoram,Aizawl,,,23.71111111,92.87861111,Debris,Slide,28 June 2024,1,2024-06-28,True,1.4,14.0,ok,592.0,36.68429913036866,64.27120378949743
23489,MIZ/AZL/2024/629,Mizoram,Aizawl,,,23.70333333,92.87638889,Debris,Slide,18 July 2024,1,2024-07-18,True,1.0,10.0,ok,566.0,1.3716206613864916,312.47844146666955
23494,MIZ/AZL/2024/634,Mizoram,Aizawl,,,23.73361111,92.84833333,Debris,Slide,7 June 2024,1,2024-06-07,True,17.1,171.0,ok,727.0,23.424155606044547,214.8052980316048
23495,MIZ/AZL/2024/635,Mizoram,Aizawl,,,23.73361111,92.85305556,Debris,Complex,28 August 2024,1,2024-08-28,True,0.8,8.0,ok,851.0,42.74941061245126,175.6163521474809
23496,MIZ/AZL/2024/636,Mizoram,Aizawl,,,23.735,92.85666667,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,770.0,23.091499417316285,252.3382192816888
23497,MIZ/AZL/2024/637,Mizoram,Aizawl,,,23.73666667,92.85611111,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,766.0,29.72441974495491,286.4514485945668
23498,MIZ/AZL/2024/638,Mizoram,Aizawl,,,23.73583333,92.85194444,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,711.0,23.478979288948945,158.5319746737248
23499,MIZ/AZL/2024/639,Mizoram,Aizawl,,,23.74416667,92.85555556,Debris,Slide,25 September 2024,1,2024-09-25,True,49.3,493.0,ok,833.0,27.480474884500257,354.1521818831472
23500,MIZ/AZL/2024/640,Mizoram,Aizawl,,,23.74361111,92.85416667,Debris,Slide,25 September 2024,1,2024-09-25,True,49.3,493.0,ok,823.0,29.552490976469446,27.861594788157305
23501,MIZ/AZL/2024/641,Mizoram,Aizawl,,,23.76111111,92.84777778,Debris,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,790.0,33.12921220641832,231.7267622409449
23502,MIZ/AZL/2024/642,Mizoram,Aizawl,,,23.76166667,92.85083333,Debris,Complex,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,808.0,30.84156762614809,225.2445861253524
23503,MIZ/AZL/2024/643,Mizoram,Aizawl,,,23.76527778,92.85,Earth,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,774.0,34.679876281120414,318.40196694552606
23504,MIZ/AZL/2024/644,Mizoram,Aizawl,,,23.76861111,92.85138889,Earth,Slide,2 July 2024,1,2024-07-02,True,18.2,182.0,ok,772.0,32.18979093865012,237.35530193535035
23505,MIZ/AZL/2024/645,Mizoram,Aizawl,,,23.77777778,92.8479,Earth,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,678.0,39.4595025925436,318.2842709290624
23506,MIZ/AZL/2024/646,Mizoram,Aizawl,,,23.774,92.848,Debris,Slide,28 June 2024,1,2024-06-28,True,1.4,14.0,ok,670.0,32.794003074861294,221.1593245518512
23507,MIZ/AZL/2024/647,Mizoram,Aizawl,,,23.7775,92.84833333,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,686.0,37.02767509623514,322.47998986346545
23508,MIZ/AZL/2024/648,Mizoram,Aizawl,,,23.77833333,92.84666667,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,665.0,34.08076305108583,308.4178371382443
23509,MIZ/AZL/2024/649,Mizoram,Aizawl,,,23.77166667,92.84805556,Debris,Slide,23 July 2023,1,2023-07-23,True,66.9,669.0,ok,735.0,28.805126410160817,264.9388737188532
23512,MIZ/AZL/2024/652,Mizoram,Aizawl,,,23.77361111,92.84944444,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok,737.0,26.108527277974456,226.14223578883644
23517,MIZ/AZL/2024/657,Mizoram,Aizawl,,,23.82638889,92.8325,Debris,Slide,28 May 2024,1,2024-05-28,True,81.7,817.0,ok,395.0,40.76432241513161,295.5560619484109
23519,MIZ/AZL/2024/659,Mizoram,Aizawl,,,23.83277778,92.8325,Debris,Slide,2 July 2024,1,2024-07-02,True,15.7,157.0,ok,350.0,36.19836827714693,311.5159376688832
23520,MIZ/AZL/2024/660,Mizoram,Aizawl,,,23.83888889,92.83194444,Earth,Slide,2 July 2024,1,2024-07-02,True,15.7,157.0,ok,262.0,25.739194957221105,252.43107123383427
23521,MIZ/AZL/2024/661,Mizoram,Aizawl,,,23.84777778,92.83694444,Debris,Slide,28 May 2024,1,2024-05-28,True,81.7,817.0,ok,376.0,22.287984430262554,288.3966158107645
23522,MIZ/AZL/2024/662,Mizoram,Aizawl,,,23.85194444,92.83305556,Earth,Slide,25 September 2024,1,2024-09-25,True,46.1,461.0,ok,165.0,15.087856288666517,280.3658712138687
23523,MIZ/AZL/2024/663,Mizoram,Aizawl,,,23.86222222,92.83666667,Debris,Slide,2 July 2024,1,2024-07-02,True,15.7,157.0,ok,239.0,20.232384623223112,331.3330563871108
23525,MIZ/AZL/2024/665,Mizoram,Aizawl,,,23.87777778,92.84083333,Debris,Slide,25 September 2024,1,2024-09-25,True,46.1,461.0,ok,374.0,43.69579272815957,183.18275634731944
23526,MIZ/AZL/2024/666,Mizoram,Aizawl,,,23.88583333,92.85055556,Rock,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,514.0,31.594326471014515,303.50927910665223
23527,MIZ/AZL/2024/667,Mizoram,Aizawl,,,23.89277778,92.85083333,Debris,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,582.0,28.57364168330841,27.040034110408484
23528,MIZ/AZL/2024/668,Mizoram,Aizawl,,,23.89138889,92.84888889,Debris,Slide,2 July 2024,1,2024-07-02,True,15.7,157.0,ok,568.0,23.66578082008113,16.40768589890756
23529,MIZ/AZL/2024/669,Mizoram,Aizawl,,,23.89305556,92.84722222,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,573.0,22.69316033287779,283.4151930282914
23530,MIZ/AZL/2024/670,Mizoram,Aizawl,,,23.88361111,92.85305556,Earth,Slide,17 August 2024,1,2024-08-17,True,30.5,305.0,ok,658.0,31.754840549300685,270.0
23531,MIZ/AZL/2024/671,Mizoram,Aizawl,,,23.88527778,92.8575,Earth,Slide,25 September 2024,1,2024-09-25,True,46.1,461.0,ok,702.0,28.241697036021133,43.739947388492254
23532,MIZ/AZL/2024/672,Mizoram,Aizawl,,,23.76972222,92.76,Earth,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok,1166.0,43.121613889143205,228.9958420880409
23533,MIZ/AZL/2024/705,Mizoram,Aizawl,,,24.03503889,93.54139444,Debris,Slide,28 September 2024,1,2024-09-28,True,0.3,3.0,ok,1012.0,26.16501353025112,235.9788679219472
23534,MIZ/AZL/2024/706,Mizoram,Aizawl,,,24.05808333,93.49808333,Earth,Slide,7 October 2024,1,2024-10-07,True,9.6,96.0,ok,1244.0,9.74265928047435,55.59472628680263
23535,MIZ/AZL/2024/707,Mizoram,Aizawl,,,24.04531667,93.49220278,Debris,Slide,7 October 2024,1,2024-10-07,True,9.6,96.0,ok,1340.0,15.108757320276094,100.35068011159407
23536,MIZ/AZL/2024/708,Mizoram,Aizawl,,,24.090025,93.54191667,Debris,Slide,7 October 2024,1,2024-10-07,True,25.3,253.0,ok,705.0,18.85013250714714,174.04420890728937
23537,MIZ/AZL/2024/709,Mizoram,Aizawl,,,24.10864167,93.54198333,Debris,Slide,28 September 2024,1,2024-09-28,True,1.0,10.0,ok,741.0,5.144919550419527,100.34567996990424
23538,MIZ/AZL/2024/710,Mizoram,Aizawl,,,24.12682222,93.54013889,Debris,Slide,28 September 2024,1,2024-09-28,True,1.0,10.0,ok,765.0,23.27005612560501,138.7630037893067
23539,MIZ/AZL/2024/711,Mizoram,Aizawl,,,24.12715278,93.53351389,Earth,Slide,7 October 2024,1,2024-10-07,True,23.8,238.0,ok,633.0,17.12206168278398,77.88041646570825
23540,MIZ/AZL/2024/712,Mizoram,Aizawl,,,24.17180556,93.54406667,Debris,Slide,2 July 2024,1,2024-07-02,True,26.1,261.0,ok,659.0,28.87972403065452,95.0455157173361
