slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status,elevation_m,slope_deg,aspect_deg
734,AS/KAMRUP(M)/78N16/2014- 15/0004,Assam,Kamrup (Metro),"Nabragraha Slide, Bapuji Nagar Housing Complex.","SH: Chandmari Road. Localtiy: Bapuji Nagar Housing Complex, Guwahati.",26.18866667,91.76694444,Earth,Flow,27 June 2014,1,2014-06-27,True,9.1,91.0,ok,111.0,9.71256903814226,328.2379420738292
736,AS/KAMRUP(M)/78N16/2014- 15/0005,Assam,Kamrup (Metro),"Karghuli Landslide, Bankuwar Nagar, Guwahati.(Twin Slide in same road)","SH: Chandmari Road. Localtiy: Bankuwar Nagar, Karghuli Pahar, Guwahati.",26.19622222,91.76336111,Earth,Flow,27 June 2014,1,2014-06-27,True,9.1,91.0,ok,90.0,5.230396054167387,79.82613684272154
759,AS/KAM/76N16/2024/1,Assam,Kamrup (Metro),Garo Basti Slide,"Garo Basti Slide, 8th Mile, Guwahati",26.11464,91.83886,Earth,Slide,05 July 2024,1,2024-07-05,True,20.9,209.0,ok,175.0,17.698138150743294,210.5236488258427
761,ASM/KAM (M)/78N16/2017/0004,Assam,Kamrup (Metro),Dakshin Saraniya-2,Ganpat Mandir road,26.17755556,91.76588889,Debris,Slide,13 June 2017,1,2017-06-13,True,83.4,834.0,ok,96.0,18.48184206269169,283.99775898902647
762,ASM/KAM (M)/78N16/2017/04,Assam,Kamrup (Metro),Dakshin Saraniya-1,Ganpat Mandir road,26.17672222,91.76525,Debris,Slide,13 June 2017,1,2017-06-13,True,83.4,834.0,ok,87.0,18.701766262232105,253.3456625866084
763,ASM/KAM (M)/78N16/2017/0003,Assam,Kamrup (Metro),Anandapur-Gangapur slide,Hengrabari,26.15427778,91.79263889,Debris,Slide,13 June 2017,1,2017-06-13,True,83.4,834.0,ok,78.0,8.251324887683426,276.4018858656277
764,AS/KAMRUP (M)/78N16/2014- 15/0002,Assam,Kamrup (Metro),Udayachal Slide.,"Guwahati-Shillong Road (Merges with NH-37), Udayachal pahar, Near Guwahati Medical College.",26.15477778,91.77411111,Earth,Flow,27 june 2014,1,2014-06-27,True,9.1,91.0,ok,105.0,12.039105201252614,170.27423563748053
765,AS/KAMRUP(M)/78N16/2014- 15/0003,Assam,Kamrup (Metro),"Bamunimaidan, South Railway Colony slide.","SH: Zoo Tiniali-Narengi Road. Localtiy: Bamunimaidan, South Railway Colony (Near Hatigar), Guwahati.",26.17672222,91.78672222,Earth,Flow,27 june 2014,1,2014-06-27,True,9.1,91.0,ok,85.0,27.481482454891456,216.07595775899293
766,ASM/KAMRUP(M)/78N16/2016- 17/057,Assam,Kamrup (Metro),Jyotinagar Slide,"Akashi Nagar, Jyoti Nagar, Guwahati.",26.1895,91.78716667,Earth,Slide,18 April 2016,1,2016-04-18,True,14.7,147.0,ok,70.0,11.871018033453302,180.0
767,ASM/DH/83G3/ PD/2017 /02,Assam,Dima Hasao (N.C. Hills),Mupa slide,"Between Mupa and Dinhaku Railway Station,",25.40586111,93.11097222,Debris,Slide,20 May 2017,1,2017-05-20,True,8.7,87.0,ok,252.0,19.86479622695564,333.5185193270988
768,ASM/DH/83G3/ PD/2017 /01,Assam,Dima Hasao (N.C. Hills),Boila bridge slide,"Between Mupa and Dinhaku Bridge approach no102, at km 51/9 as 52/1",25.39155556,93.11316667,Soil,Subsidence,03 June 2017,1,2017-06-03,True,40.7,407.0,ok,208.0,15.047874678445954,233.0263929119016
769,AS/KRP/78N/16/2018/003,Assam,Kamrup,Hastinapur landslide,Hastinapur Near Jorabat opposite of cow bazaar.,26.11266667,91.85388889,Debris,Slide,24 August 2018,1,2018-08-24,True,18.0,180.0,ok,188.0,27.16785222381732,245.82158163346315
770,ASM/CHR/83H01/2020/001,Assam,Cachar,Kanakpur Slide,"Kanakpur Pt. III, Lakhipur, Joypur",24.92097,93.07306,Earth,Slide,02 June 2020,1,2020-06-02,True,83.9,839.0,ok,61.0,15.610303841618816,106.81988941330911
771,AS/KRP/78N16/2018/002,Assam,Kamrup,Kharghuli slide,"Kharghuli area, near Kharghuli post office in Guwahati.",26.19530556,91.76563889,Debris,Slide,31 August 2018,1,2018-08-31,True,0.2,2.0,ok,85.0,7.180918222310011,59.11228991389815
772,AS/KAMRUP/78N12/2015- 16/0001,Assam,Kamrup,Jayguru Kalipahar Slide,"About 200 m North of NH-31, In north of IIT(G) approach",26.21111111,91.68416667,Debris,Toppled the wedged weathered rocks blocks.,01 September 2015,1,2015-09-01,True,12.3,123.0,ok,65.0,16.33485822793543,292.7181154125957
773,ASM/KAM/78N16/2020/001,Assam,Kamrup (Metro),Hirimbapur landslide,Kharghuli,26.19330556,91.77725,Debris,Slide,28 June 2020,1,2020-06-28,True,13.0,130.0,ok,172.0,18.853438784643977,6.058539742122221
774,ASM/KAM/78N16/2020/002,Assam,Kamrup (Metro),Ambher landslide,12th mile near Jorabat,26.09150556,91.87898611,Earth,Slide,12 July 2020,1,2020-07-12,True,12.3,123.0,ok,77.0,4.221370426600287,257.3456215682095
775,ASM/KAM/78N12/2020/003,Assam,Kamrup (Metro),Gauripur landslide,NH-31,26.21305556,91.6925,Rock,Fall,26 June 2020,1,2020-06-26,True,56.7,567.0,ok,73.0,26.119540269784043,30.971592909387383
776,ASM/K(M)/78N16/2022-23/003,Assam,Kamrup (Metro),Salbari,Near Noonmati bazaar road,26.1916,91.80361,Debris,Slide,16 June 2022,1,2022-06-16,True,140.2,1402.0,ok,84.0,14.912893836407656,48.0976383673386
777,ASM/K(M)/78N16/2022-23/001,Assam,Kamrup (Metro),Upper Luitpur,Upper Luitpur,26.19322,91.77033,Earth,Slide,16 June 2022,1,2022-06-16,True,146.0,1460.0,ok,164.0,22.497355063537416,192.56516790134577
778,ASM/K(M)/78N16/2022-23/002,Assam,Kamrup (Metro),Anandanagar,Anandanagar,26.18789,91.79493,Earth,Slide,17 June 2022,1,2022-06-17,True,59.1,591.0,ok,96.0,17.89807987757442,63.2171679197875
779,ASM/DH/83G04/2022-23/023,Assam,Dima Hasao,Disgao Raji Slide,"Disgao Raji, Haflong",25.17136,93.01102,Debris,Slide,14 May 2022,1,2022-05-14,True,66.9,669.0,ok,700.0,4.19063872821723,102.74907582816812
783,ASM/DH/83G04/2022-23/030,Assam,Dima Hasao,Merryland Slide,Merryland colony,25.177416,93.00975,Debris,Slide,16 May 2022,1,2022-05-16,True,71.4,714.0,ok,691.0,23.095389930520128,170.35213705196327
785,ASM/DH/83G04/2022-23/022,Assam,Dima Hasao,Lower Haflong Slide 2,Lower Haflong,25.18919,93.02118,Debris,Slide,15 May 2022,1,2022-05-15,True,73.9,739.0,ok,481.0,7.361522076197069,104.49609984580049
786,AS/KRM/83D06/2014-15/0001,Assam,Karimganj,"Satkaragul (Pathariya Hills RF),","NH-44. Satkaragul Village near Nilambazar, Nilambazar Circle, Karimganj.",24.70619444,92.28997222,Earth,Flow,10 May 2014,1,2014-05-10,True,1.5,15.0,ok,44.0,10.30921431562581,51.51863164552738
787,ASM/DH/83G04/2022-23/021,Assam,Dima Hasao,Moulhoi Slide 1,"Gilgal Veng, Moulhoi, Haflong",25.17623,93.01326,Debris,Slide,14 May 2022,1,2022-05-14,True,66.9,669.0,ok,696.0,32.90411025524227,178.41765239554974
799,AS/KAM(M)/78N16/2025/006,Assam,Kamrup,"Doimuguri, Bonda","Doimuguri,",26.19113889,91.82961111,Earth,Slide,31 May 2025,1,2025-05-31,True,15.7,157.0,ok,116.0,17.054033439087625,86.97850817708235
800,AS/KAM(M)/78N16/2025/05,Assam,Kamrup,Rupnagar,,26.158193,91.755807,Debris,Slide,06 June 2025,1,2025-06-06,True,4.0,40.0,ok,59.0,10.98094614147074,180.0
801,AS/KAM(M)/78N12/2025/01,Assam,Kamrup,Kamakhya Main Road,Kamakhya Road,26.166185,91.7147,Earth,Slide,04 June 2025,1,2025-06-04,True,38.6,386.0,ok,113.0,19.634287904798946,53.89919696354557
804,AS/KAM(M)/78N12/2025/04,Assam,Kamrup,Pandu,Pandu,26.17027,91.698,Debris,Slide,31 May 2025,1,2025-05-31,True,14.6,146.0,ok,138.0,30.49956035248308,171.203085658713
805,ASM/DH/83C16/2023-24/001,Assam,Dima Hasao,Lower Boulsol slide,Lower Boulsol,25.117665,92.847709,Debris,Slide,14 May 2022,1,2022-05-14,True,88.5,885.0,ok,161.0,17.37457633172627,58.88375598628558
808,ASM/DH/83C15/2023-24/001,Assam,Dima Hasao,Old Sangbar playground slide,Old Sangbar,25.366255,92.823037,Debris,Slide,14 May 2022,1,2022-05-14,True,59.7,597.0,ok,959.0,16.948476250694164,148.09697675955425
813,ASM/DH/83G03/2023-24/004,Assam,Dima Hasao,Gunjung subsidence,Gunjung,25.316197,93.006158,Earth,Subsidence,16 June 2022,1,2022-06-16,True,115.6,1156.0,ok,666.0,10.135297180421611,354.25722012892953
842,6986,Assam,Kamrup,Sundarpur village,,25.757752,91.252285,Debris,flow,17 July 2014,1,2014-07-17,True,0.7,7.0,ok,769.0,19.51522592722301,65.75702246153583
844,7115,Assam,Kamrup,lepgaon,,25.872268,91.213965,Debris,flow,23 September 2014,1,2014-09-23,True,0.1,1.0,ok,253.0,33.1329563848092,228.0200977633704
845,7192,Assam,Kamrup,,,26.2272613,91.6922458,Debris,slide,26 December 2008,1,2008-12-26,True,1.5,15.0,ok,67.0,11.871018033453302,180.0
846,7193,Assam,Kamrup (Metro),Birkuchi,,26.184324,91.855395,Soil,slide,31 May 2025,1,2025-05-31,True,15.7,157.0,ok,70.0,17.392125338240874,320.74449338325525
847,7194,Assam,Kamrup,,,26.24698,91.964383,Debris,slide,05 July 2025,1,2025-07-05,True,14.5,145.0,ok,62.0,16.3949100701832,232.8046994386441
848,7195,Assam,Kamrup (Metro),Nalgedra,,26.11956,92.052125,Soil,slide,05 June 2025,1,2025-06-05,True,1.3,13.0,ok,72.0,2.1198563330787907,209.1120754851215
849,7196,Assam,Dima Hasao,,,25.69814,93.129423,Soil,slide,05 June 2025,1,2025-06-05,True,0.0,0.0,ok,306.0,15.697847028890534,106.71836016529764
850,7197,Assam,Dima Hasao,,,25.648512,93.121528,Debris,slide,05 June 2025,1,2025-06-05,True,0.0,0.0,ok,351.0,19.58247247082344,306.2205918338416
852,7201,Assam,West Khasi Hills,Harsanagar,,25.740148,91.224044,Soil,slide,18 July 2014,1,2014-07-18,True,2.6,26.0,ok,903.0,8.498151164082822,302.7576032438924
856,7241,Assam,Kamrup (Metro),Amchong tea estate,,26.156633,91.938576,Soil,slide,8 August 2024,1,2024-08-08,True,43.7,437.0,ok,109.0,9.901489173576048,111.7485348987322
900,ARN/Papumpare/83E12/2020/0 1,Arunachal Pradesh,Papum Pare,,,27.08130556,93.61283333,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),25 June 2020,1,2020-06-25,True,90.7,907.0,ok,273.0,13.386922645793309,302.92449238974285
999,ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.193425,93.780983,Debris,Slide,16 July 2016,1,2016-07-16,True,69.7,697.0,ok,213.0,52.32639747669121,159.4562374568706
1033,ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.23995,93.806589,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok,267.0,25.940595440146662,4.288150989936156
1042,ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.246131,93.804711,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok,270.0,24.505263594071863,94.06824547360766
1049,ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.254756,93.801303,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok,288.0,38.41952166462256,182.62881537564888
1082,ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.294886,93.803328,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok,646.0,49.619658148872645,70.72853555031699
1103,ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.307072,93.806008,Debris,Slide,17 July 2016,1,2016-07-17,True,4.4,44.0,ok,718.0,12.318321799031803,90.0
1120,ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.339267,93.802581,Debris,Slide,16 July 2016,1,2016-07-16,True,84.3,843.0,ok,789.0,26.337683060221995,156.14230486582414
1209,ARN/Papumpare/83E12/2020/0 1,Arunachal Pradesh,Papum Pare,Donyi Slide,"Near Jollang Road, 2.5 km east of Itanagar City",27.08130556,93.61283333,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),25 June 2020,1,2020-06-25,True,90.7,907.0,ok,273.0,13.386922645793309,302.92449238974285
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2589.0,6.949538045496035,48.449258512274085
1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Earth / soil,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2589.0,6.949538045496035,48.449258512274085
1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.59152778,91.88044444,Earth / soil,Flows,23 April 2016,1,2016-04-23,True,1.0,10.0,ok,2767.0,22.490301094966583,56.85375294039
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2589.0,6.949538057094573,48.44925859786371
1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2589.0,6.949538057094573,48.44925859786371
1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,,27.589417,91.861444,,Slide,23 April 2016,1,2016-04-23,True,1.0,10.0,ok,2884.0,25.000022731555635,77.99162217813975
1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,,27.591389,91.9025,Rock cum Debris,Slide,23 April 2016,1,2016-04-23,True,1.4,14.0,ok,2527.0,21.52597082674048,329.4158554905598
1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,,27.591806,91.865028,,Fall,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2925.0,18.78474648095148,334.5883542723908
1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,,27.593139,91.873889,,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2933.0,8.5953440947714,57.66446425367465
1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,,27.593361,91.879444,,Subsidence,23 April 2016,1,2016-04-23,True,1.0,10.0,ok,2812.0,17.771995637903828,75.39015954656536
1260,ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,Duda Slide (District Urban Development Authority Colony),,27.594833,91.866417,Debris,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok,2975.0,6.215878751703976,317.92792074387205
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016,1,2016-04-23,True,1.0,10.0,ok,2895.0,12.97538739377385,60.57852201877087
1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016,1,2016-04-23,True,1.0,10.0,ok,2895.0,12.97538739377385,60.57852201877087
1771,ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,,,28.38919722,95.92776111,Rock,flow,24 April 2024,1,2024-04-24,True,8.2,82.0,ok,605.0,36.94069806854797,351.5664546864953
1941,ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,Abrali Slide,Hunli-Anini Road (NH313),28.38919722,95.92776111,Rock,flow,24 April 2024,1,2024-04-24,True,8.2,82.0,ok,605.0,36.94069806854797,351.5664546864953
17975,MN/UKH/83L05/2018/001,Manipur,Ukhrul,Landslide at 1.5 km South of Leiting Village,NH102A.(Near Leiting Village),22.873558,92.755953,Debris,Slide,14 June 2018,1,2018-06-14,True,19.1,191.0,ok,1075.0,22.210933653518747,129.31716796998987
18354,MAN/CHAN/83L03/2007/C-10,Manipur,Chandel,Bongyang slide,,24.40639,94.06583,Debris,Slide,7 September 2007,1,2007-09-07,True,18.8,188.0,ok,1196.0,18.01300728609031,199.1254428270496
18646,MAN/TAM/83H09/2009-10/MN- 1,Manipur,Tamenglong,Tupul Slide,"Tupul (Along NH-53, Juncture of Tupul & Ijai Rivers)",24.792333,93.658222,Debris,Slide,10 June 2010,1,2010-06-10,True,8.9,89.0,ok,447.0,34.02406251366181,144.52061033391544
18701,MN/TGPL/83L03/2018/009,Manipur,Tengnoupal,Lokchao Landslide,Lokchao village,24.813306,93.243417,Rock,Slide,2 August 2018,1,2018-08-02,True,0.2,2.0,ok,122.0,22.896843610997603,49.39505525120861
18716,MAN/TAM/83H09/2007/C-1,Manipur,Tamenglong,Khongsong slide,,24.81722,93.51722,,,16 June 2007,1,2007-06-16,True,39.8,398.0,ok,444.0,35.7052293713189,136.04932278639933
18718,MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,,24.81778,93.51583,Debris,Slide,10 September 2007,1,2007-09-10,True,9.4,94.0,ok,460.0,28.858386396371746,139.71873471604766
18759,MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,,24.83278,93.46333,Debris,Slide,1 July 2008,1,2008-07-01,True,2.1,21.0,ok,773.0,29.46455589161096,124.919111133495
18802,MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,,24.84833,93.45917,Rock,Fall,12 September 2007,1,2007-09-12,True,0.7,7.0,ok,988.0,32.90405719147133,1.5781302705321991
18803,MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,,24.84833,93.45917,Debris,Slide,19 June 2008,1,2008-06-19,True,1.8,18.0,ok,988.0,32.90405719147133,1.5781302705321991
18823,MAN/TAM/83H09/2009-10/MN- 2,Manipur,Tamenglong,Lukhambi slide,"NH-53(Imphal-Jiribam, 3km from None towards Nungba)",24.862444,93.610639,,Slide,05 June 2010,1,2010-06-05,True,11.2,112.0,ok,380.0,8.215662603664038,47.78191990107964
18875,MAN/TAM/83H05/2008/C-18,Manipur,Tamenglong,Tamenglong-Khongsang road (near Tabanglong) slide,,24.90139,93.45389,Debris,Slide,19 June 2008,1,2008-06-19,True,4.0,40.0,ok,971.0,25.62906653286527,219.1761580523155
18904,MN/NON/83H13/2018/001,Manipur,Noney,Kotlen landslide,NH37/Kotlen,24.9252,94.3371,Rock,Slide,06 June 2018,1,2018-06-06,True,0.1,1.0,ok,1490.0,34.8898922688364,355.60072454002784
18986,MN/UKH/83L01/2018/48,Manipur,Ukhrul,,Mayophung,24.983528,94.158333,Soil cum debris,Slide,12 June 2018,1,2018-06-12,True,125.1,1251.0,ok,1118.0,18.161583443911976,240.46765357873912
18988,MN/TAM/83H05/2018/1,Manipur,Tamenglong,,New Kanan Tamenglong,24.983806,93.497528,Debris,Slide,22 June 2018,1,2018-06-22,True,14.0,140.0,ok,1156.0,14.465909572420417,255.48058154715463
18991,MN/TMG/83H01/2018/001,Manipur,Tamenglong,Makru Bridge Landslide,NH37/ ImphalJiribam Highway/ Makru Bridge,24.985167,93.508306,Debris,Slide,3 May 2018,1,2018-05-03,True,1.6,16.0,ok,1238.0,18.56177123660997,140.3945023241833
18997,MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,,24.98611,93.50583,Debris,Slide,24 August 2007,1,2007-08-24,True,1.8,18.0,ok,1235.0,21.894968261798404,68.77076726253149
19011,MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,,24.99083,93.50583,Debris,Slide,28 August 2007,1,2007-08-28,True,5.8,58.0,ok,1206.0,15.786750859896308,124.8846657260184
19012,MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,,24.99083,93.50583,Debris,Slide,28 August 2007,1,2007-08-28,True,5.8,58.0,ok,1206.0,15.786750859896308,124.8846657260184
19016,MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,,24.99306,93.4975,Debris,Slide,28 August 2007,1,2007-08-28,True,11.0,110.0,ok,1196.0,13.226694360499222,245.62094144725472
19017,MN/UKH/83L01/2018/14,Manipur,Ukhrul,,Lamlai Chingphei,24.994278,94.205917,Rock cum debris,Slide,28 August 2007,1,2007-08-28,True,36.8,368.0,ok,1579.0,34.3228038537906,83.19922058825311
19019,MAN/TAM/83H09/2007/C-6,Manipur,Tamenglong,Tamenglong-2 slide,,24.99694,93.50222,,,28 August 2007,1,2007-08-28,True,5.8,58.0,ok,1186.0,14.7098719356126,72.06378186988194
19020,MN/KAN/83L01/2018/47,Manipur,Kangpokpi,,Khonkon village,24.997972,94.020444,Rock cum debris,Slide,28 August 2007,1,2007-08-28,True,16.9,169.0,ok,803.0,15.931616884581484,90.0
19046,MN/TMG/83H09/2018/001,Manipur,Tamenglong,New Salem Slide,New Salem (Along TamenglongTamei State Highway),25.047833,92.789306,Soil,Slide,11 July 2018,1,2018-07-11,True,16.9,169.0,ok,95.0,29.60840374167101,28.1067040461068
19515,MAN/SEN/83K03/2007/C-12,Manipur,Senapati,Shajouba landslide,,25.47217,94.15433,Debris,Slide,09 September 2007,1,2007-09-09,True,5.6,56.0,ok,1489.0,16.48722800252453,169.54027797427733
19558,MA/TAM/83H05/2024/01,Manipur,Tamenglong,Dimthanlong landslide,Dimthanlong,24.979,93.496,Earth,Slide,29 July 2024,1,2024-07-29,True,94.0,940.0,ok,1154.0,9.120620553441194,270.0
19575,MN-33/2011,Manipur,TAMENGLONG,Gadailong slide,,24.985,93.52113889,Earth,Slide,31 May 2011,1,2011-05-31,True,25.8,258.0,ok,1043.0,20.985260319830168,152.28463199506265
19576,MN-34/2011,Manipur,TAMENGLONG,Sinam Kuki SLIDE,,24.79083333,93.72333333,Rock,Slide,6 July 2011,1,2011-07-06,True,5.1,51.0,ok,1053.0,42.70668123414856,151.15600211556043
19578,ML-94/2011,Manipur,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,,Nil,26 June 2011,1,2011-06-26,True,8.7,87.0,ok,1062.0,4.622196164454146,0.0
19582,MN-10/2010,Manipur,Tamenglong,None slide,,24.86469444,93.62116667,,Nil,08 June 2010,1,2010-06-08,True,48.6,486.0,ok,350.0,9.239664063817289,6.289567391950698
19583,MN-11/2010,Manipur,Tamenglong,Khumji slide,,24.86297222,93.62397222,,Nil,08 June 2010,1,2010-06-08,True,48.6,486.0,ok,351.0,20.71508405911664,31.22355494877872
19584,MN-12/2010,Manipur,Tamenglong,Khoupum slide,,24.73133333,93.92738889,,Nil,28 March 2010,1,2010-03-28,True,37.7,377.0,ok,788.0,13.462649020642385,42.01265272905776
19585,Manipur/ Ukhrul/ 83 L5/ 2015/01,Manipur,Ukhrul,Phungyar Landslide,Phungyar village,24.82022222,94.35255556,Debris,Deep translational,30 July 2015,1,2015-07-30,True,37.0,370.0,ok,1593.0,29.89154315313884,338.16678316808293
19600,6822,Manipur,Noney,,NH-37,24.846509,93.573533,Debris,slide,31 May 2025,1,2025-05-31,True,95.2,952.0,ok,383.0,46.05533209586426,68.0355234476428
19601,6831,Manipur,Noney,,NH-37,24.863924,93.617853,Debris,slide,05 June 2025,1,2025-06-05,True,0.3,3.0,ok,382.0,36.689806231689,12.43103007605734
19658,MEG/EJH/83CO8/2018/01,Meghalaya,East Jaintia Hills,Sonapur 4km mile stone,NH-6,25.09178,92.35469,Rock,Slide,07 May 2018,1,2018-05-07,True,13.6,136.0,ok,159.0,28.870431758220896,317.1531094024326
19675,MEGH/JH/83C08/2007/D-23,Meghalaya,Jaintia Hills,Sonapur slide,NH-44,25.12186,92.388583,,Flow,31 July 2007,1,2007-07-31,True,62.6,626.0,ok,113.0,34.56487607115223,214.77000264057972
19681,MEGH/JH/83C08/2007/D-22,Meghalaya,Jaintia Hills,Tongseng slide,NH - 44,25.134194,92.383528,Rock cum Debris,Slide,31 July 2007,1,2007-07-31,True,62.6,626.0,ok,168.0,17.74148496572258,163.7918626169315
19737,MEGH/WKH/78O04/2008/D-26,Meghalaya,West Khasi Hills,Rajai slide,,25.201,91.234,Debris,Fall,12 August 2008,1,2008-08-12,True,25.3,253.0,ok,18.0,1.380563000731173,47.860586894939466
19739,MEGH/WKH/78O04/2008/D-27,Meghalaya,West Khasi Hills,Shipur slide,,25.20283,91.20908,Debris,Fall,10 August 2008,1,2008-08-10,True,22.6,226.0,ok,50.0,15.021053780407591,248.80500182558785
19895,MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,,,25.296,91.932,Rock,Slide,04 April 2022,1,2022-04-04,True,64.1,641.0,ok,1090.0,26.363911000919963,229.2695942431911
19902,MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,Road (Shillong-Sohra),25.300389,91.726722,Debris,Slide,29 June 2009,1,2009-06-29,True,88.8,888.0,ok,1519.0,23.460644711510888,47.883907382313815
19914,ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,Tynnai Village,25.31458,91.45242,Rock,Creep,6 August 2013,1,2013-08-06,True,38.8,388.0,ok,1308.0,45.107848520727295,86.30556562565192
19915,MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,,25.31488,91.44913,Rock cum Debris,Slide,19 July 2007,1,2007-07-19,True,48.5,485.0,ok,1378.0,24.593272360984496,332.032137140019
19916,MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,,25.31488,91.33367,Debris,Slide,19 July 2007,1,2007-07-19,True,40.3,403.0,ok,1141.0,43.81906425845814,317.85185324433866
19917,ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,,1 km SW of Myllad village,25.315176,91.923021,Rock,Slide,19 July 2007,1,2007-07-19,True,73.1,731.0,ok,1031.0,36.37450497669938,58.20668801836315
19923,MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,,25.31848,91.45262,Debris,Fall,19 July 2007,1,2007-07-19,True,48.5,485.0,ok,1393.0,24.09398080869186,90.0
19924,ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,,Approach road to Nongsder,25.320833,91.9275,Rock,Slide,19 July 2007,1,2007-07-19,True,73.1,731.0,ok,1099.0,22.37919499015788,87.7493666402179
20014,MEGH/WKH/78O07/2007/D-15,Meghalaya,West Khasi Hills,Jashiar East slide,,25.38803,91.46977,Debris,Slide,16 June 2007,1,2007-06-16,True,86.8,868.0,ok,1529.0,6.327398043789604,331.03768943316527
